iter	Passed	Remaining
0	2988	56772
1	3295	29663
2	8258	46799
3	10941	43767
4	11942	35826
5	12317	28741
6	14559	27039
7	15422	23133
8	18187	22229
9	20414	20414
10	22236	18193
11	23592	15728
12	24681	13290
13	27392	11739
14	29967	9989
15	32783	8195
16	37663	6646
17	40240	4471
18	41971	2209
19	43082	0
