iter	Passed	Remaining
0	4	477
1	8	420
2	12	399
3	16	389
4	20	395
5	25	397
6	29	395
7	33	388
8	37	380
9	42	378
10	45	371
11	51	374
12	55	371
13	60	373
14	65	373
15	72	379
16	77	376
17	81	369
18	86	369
19	90	362
20	94	356
21	98	348
22	102	342
23	106	336
24	110	331
25	114	325
26	118	319
27	122	313
28	125	308
29	129	302
30	133	296
31	136	290
32	139	283
33	142	277
34	146	271
35	150	267
36	154	262
37	157	256
38	160	251
39	164	246
40	167	241
41	171	236
42	174	231
43	178	227
44	181	222
45	185	217
46	188	212
47	193	209
48	197	205
49	201	201
50	204	196
51	208	192
52	212	188
53	216	184
54	220	180
55	223	175
56	227	171
57	231	167
58	235	163
59	239	159
60	243	155
61	247	151
62	251	147
63	254	143
64	258	139
65	262	135
66	266	131
67	270	127
68	273	123
69	278	119
70	281	115
71	285	111
72	290	107
73	293	103
74	296	98
75	300	94
76	304	90
77	307	86
78	311	82
79	314	78
80	318	74
81	322	70
82	325	66
83	329	62
84	332	58
85	336	54
86	339	50
87	343	46
88	347	42
89	350	38
90	354	35
91	357	31
92	361	27
93	364	23
94	368	19
95	371	15
96	375	11
97	379	7
98	382	3
99	386	0
