iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.8205938772	0.6032159644	0.5771428571	0.6038509313	0.434399093
1	0.8864783718	0.6793794398	0.6628571429	0.661242236	0.5449875283
2	0.8758218877	0.7008466178	0.6942857143	0.6945341614	0.5884399093
3	0.8751808202	0.7093054331	0.7114285714	0.7058385092	0.5926950113
4	0.8957507399	0.7410183204	0.7171428571	0.7404968945	0.6123435374
5	0.9215214431	0.7517733304	0.7514285714	0.7355279509	0.6554988662
6	0.9311081251	0.7632680899	0.7771428571	0.7511801256	0.6755963719
7	0.9430570479	0.7738484625	0.7742857143	0.750931678	0.6917811791
8	0.9288241815	0.768361273	0.7628571429	0.7499378894	0.6752108844
9	0.9391317455	0.7621923492	0.7657142857	0.7407453427	0.6721360544
10	0.9024965528	0.750372074	0.7628571429	0.7371428578	0.6707573696
11	0.908144298	0.75505751	0.7628571429	0.7377639757	0.6722698413
12	0.911914941	0.784664546	0.7914285714	0.7718012433	0.7194931973
13	0.9098829464	0.7949493011	0.7942857143	0.7850931692	0.7317165533
14	0.9198863385	0.7918035679	0.7885714286	0.7775155297	0.7273401361
15	0.8954232915	0.7884842943	0.8	0.7859627346	0.7343979592
16	0.8968694703	0.7864068297	0.8228571429	0.7840993793	0.7565770975
17	0.9063956809	0.8003446536	0.84	0.7981366472	0.7756995465
18	0.8956460252	0.7985809829	0.8257142857	0.7993788828	0.7607426304
19	0.894231554	0.799246752	0.8314285714	0.7988819885	0.7671190476
20	0.9011176227	0.7969862195	0.8371428571	0.7899378892	0.7721553288
21	0.9011283848	0.8061443676	0.8485714286	0.8017391305	0.7888480726
22	0.9015419052	0.8175664789	0.8628571429	0.815279504	0.8056712018
23	0.9051143429	0.809809091	0.8571428571	0.8037267094	0.8025770975
24	0.9116898205	0.820597814	0.86	0.8152795044	0.8059637188
25	0.9117671094	0.8187720256	0.8685714286	0.8142857154	0.8140804989
26	0.9129837049	0.8257527418	0.8714285714	0.8201242249	0.8209648526
27	0.9328134166	0.8239163256	0.8685714286	0.8110559017	0.8186904762
28	0.923831592	0.8257163761	0.8628571429	0.8140372682	0.8183424036
29	0.9256753896	0.8318757201	0.8742857143	0.8193788832	0.8311360544
30	0.9284668584	0.8369164626	0.8742857143	0.8245962747	0.8314693878
31	0.9242026144	0.8335927697	0.8714285714	0.8214906848	0.8307857143
32	0.9201266967	0.8357136124	0.88	0.8245962746	0.8408922902
33	0.9350537118	0.8440343397	0.88	0.8289441014	0.8442528345
34	0.9333489148	0.8457561809	0.8742857143	0.8316770203	0.8395963719
35	0.9242505639	0.842831638	0.8828571429	0.8313043498	0.8449648526
36	0.9244751798	0.8426938017	0.88	0.8320496912	0.8403231293
37	0.9180080815	0.8419301418	0.88	0.8318012446	0.8435487528
38	0.9231797045	0.8439128089	0.88	0.8318012442	0.843707483
39	0.9243879384	0.8473991819	0.88	0.8361490702	0.8458412698
40	0.9219892186	0.8423113891	0.8771428571	0.8313043493	0.8417573696
41	0.9183538526	0.8381107094	0.8828571429	0.8284472065	0.8485
42	0.9176134336	0.8387614715	0.8885714286	0.8300621133	0.8535090703
43	0.9174832824	0.8372390704	0.8942857143	0.8279503119	0.8579138322
44	0.9174275604	0.8387496694	0.8914285714	0.8279503115	0.8575521542
45	0.9171986026	0.8484620984	0.8914285714	0.8413664605	0.8602902494
46	0.9237428904	0.852220834	0.8942857143	0.8423602494	0.8625362812
47	0.9292366366	0.8487983614	0.9	0.8352795042	0.8685283447
48	0.9327669421	0.8456105053	0.8971428571	0.8300621134	0.8645170068
49	0.9330790462	0.8447788382	0.8914285714	0.8289441013	0.8591519274
50	0.9338706657	0.8472023963	0.9	0.8310559025	0.8680090703
51	0.9410819851	0.8554058713	0.8971428571	0.8381366481	0.8657108844
52	0.9419546755	0.8542928424	0.8942857143	0.836024847	0.8642981859
53	0.9340431439	0.8526199341	0.8914285714	0.8381366484	0.8609965986
54	0.9341520891	0.8532052134	0.8971428571	0.8390062131	0.8670079365
55	0.9557176836	0.8633085785	0.8885714286	0.8416149086	0.8660714286
56	0.9634842869	0.8667380695	0.8828571429	0.84372671	0.8565680272
57	0.9578278669	0.8614753777	0.8914285714	0.8398757781	0.8624047619
58	0.9593143421	0.8622862463	0.8914285714	0.8373913063	0.863223356
59	0.9582302993	0.8617545083	0.8914285714	0.8356521761	0.8639342404
60	0.9622033261	0.8634284847	0.8857142857	0.8355279525	0.8589455782
61	0.9620149912	0.8630018211	0.8914285714	0.8365217414	0.8627199546
62	0.9598614358	0.8645937775	0.8971428571	0.8393788843	0.8704263039
63	0.9586945265	0.8689706454	0.9057142857	0.8450931696	0.8800759637
