iter	Passed	Remaining
0	478	302471
1	969	305917
2	1513	317854
3	2014	316729
4	2477	311197
5	2939	307181
6	3399	303978
7	3889	303858
8	4393	304612
9	4875	303764
10	5358	302993
11	5930	306918
12	6408	305645
13	6923	306099
14	7408	305230
15	8013	309034
16	8601	311671
17	9218	314951
18	9737	314662
19	10348	317175
20	10849	316198
21	11383	316137
22	11987	317919
23	12541	318250
24	13083	318182
25	13646	318591
26	14198	318686
27	14694	317496
28	15259	317822
29	15791	317412
30	16309	316717
31	16883	317092
32	17397	316309
33	17930	315887
34	18460	315418
35	18945	314181
36	19417	312773
37	20015	313401
38	20553	313039
39	21092	312691
40	21588	311721
41	22102	311013
42	22610	310243
43	23106	309313
44	23578	308091
45	24057	306988
46	24548	306068
47	25036	305132
48	25535	304337
49	26022	303428
50	26482	302215
51	26973	301372
52	27497	300916
53	28005	300283
54	28514	299661
55	28999	298801
56	29482	297932
57	30006	297476
58	30501	296747
59	30966	295733
60	31458	294985
61	31932	294089
62	32398	293131
63	32855	292103
64	33330	291254
65	33804	290412
66	34271	289517
67	34740	288655
68	35251	288145
69	35809	288009
70	36312	287435
71	36836	287021
72	37346	286496
73	37914	286409
74	38533	286692
75	39190	287223
76	39698	286651
77	40170	285829
78	40671	285213
79	41192	284746
80	41711	284256
81	42223	283720
82	42722	283102
83	43199	282338
84	43678	281600
85	44149	280808
86	44648	280208
87	45145	279592
88	45649	279023
89	46182	278636
90	46677	278014
91	47161	277332
92	47625	276533
93	48098	275797
94	48602	275245
95	49083	274558
96	49573	273932
97	50076	273374
98	50541	272620
99	51042	272054
100	51515	271349
101	52004	270730
102	52466	269972
103	52932	269244
104	53424	268646
105	53892	267936
106	54364	267251
107	54844	266606
108	55327	265975
109	55803	265319
110	56268	264612
111	56786	264157
112	57255	263476
113	57726	262807
114	58187	262096
115	58662	261451
116	59157	260899
117	59639	260292
118	60112	259646
119	60631	259201
120	61172	258845
121	61654	258241
122	62130	257616
123	62597	256952
124	63077	256348
125	63554	255731
126	64057	255220
127	64559	254706
128	65074	254244
129	65573	253717
130	66105	253322
131	66589	252737
132	67093	252230
133	67621	251815
134	68185	251527
135	68724	251148
136	69319	250966
137	69953	250921
138	70467	250439
139	70977	249942
140	71456	249338
141	71972	248860
142	72496	248413
143	72994	247877
144	73478	247294
145	73943	246648
146	74434	246088
147	74928	245542
148	75420	244988
149	75915	244447
150	76390	243842
151	76891	243321
152	77387	242784
153	77900	242301
154	78431	241871
155	78968	241460
156	79524	241106
157	80018	240561
158	80502	239989
159	80984	239410
160	81477	238866
161	81965	238305
162	82438	237706
163	82927	237153
164	83420	236611
165	83922	236094
166	84412	235546
167	84882	234943
168	85353	234343
169	85829	233759
170	86325	233231
171	86809	232670
172	87281	232078
173	87763	231515
174	88236	230926
175	88748	230443
176	89223	229863
177	89693	229271
178	90189	228749
179	90673	228194
180	91134	227583
181	91599	226985
182	92062	226382
183	92658	226106
184	93178	225642
185	93675	225122
186	94165	224588
187	94659	224061
188	95138	223499
189	95612	222927
190	96087	222359
191	96595	221867
192	97058	221274
193	97541	220724
194	98112	220375
195	98724	220116
196	99297	219764
197	99778	219210
198	100247	218629
199	100720	218059
200	101183	217468
201	101652	216892
202	102131	216337
203	102608	215780
204	103095	215243
205	103594	214732
206	104084	214202
207	104554	213633
208	105029	213074
209	105502	212512
210	105969	211938
211	106441	211376
212	106924	210837
213	107401	210286
214	107888	209755
215	108372	209218
216	108859	208689
217	109327	208122
218	109823	207611
219	110334	207127
220	110837	206628
221	111324	206100
222	111818	205585
223	112319	205082
224	112797	204540
225	113279	204003
226	113753	203453
227	114224	202899
228	114690	202336
229	115167	201792
230	115645	201253
231	116122	200711
232	116594	200162
233	117079	199635
234	117555	199094
235	118034	198558
236	118508	198013
237	118971	197453
238	119441	196903
239	119914	196359
240	120422	195873
241	120904	195346
242	121377	194803
243	121857	194273
244	122336	193741
245	122809	193200
246	123281	192658
247	123754	192118
248	124231	191585
249	124708	191054
250	125186	190523
251	125684	190023
252	126154	189481
253	126625	188940
254	127087	188388
255	127583	187886
256	128179	187531
257	128888	187338
258	129432	186902
259	129967	186453
260	130490	185986
261	131042	185559
262	131544	185062
263	132094	184631
264	132618	184164
265	133105	183645
266	133592	183127
267	134086	182617
268	134621	182164
269	135123	181665
270	135638	181185
271	136152	180702
272	136653	180202
273	137123	179661
274	137647	179192
275	138210	178772
276	138760	178334
277	139280	177858
278	139782	177358
279	140314	176896
280	140883	176480
281	141427	176031
282	141890	175483
283	142387	174976
284	142956	174557
285	143627	174261
286	144159	173794
287	144710	173351
288	145207	172841
289	145726	172359
290	146189	171810
291	146764	171393
292	147226	170843
293	147728	170340
294	148252	169861
295	148750	169354
296	149240	168837
297	149801	168400
298	150474	168088
299	151134	167759
300	151897	167541
301	152502	167146
302	153079	166720
303	153598	166229
304	154113	165735
305	154693	165310
306	155186	164791
307	155725	164320
308	156216	163799
309	156720	163292
310	157195	162755
311	157781	162333
312	158322	161863
313	159050	161583
314	159825	161347
315	160476	160983
316	161126	160617
317	161750	160224
318	162317	159773
319	162852	159290
320	163402	158820
321	163893	158295
322	164440	157821
323	165006	157367
324	165583	156922
325	166318	156625
326	167281	156538
327	168096	156309
328	168707	155887
329	169309	155456
330	169937	155048
331	170539	154615
332	171133	154174
333	171662	153673
334	172146	153133
335	172645	152606
336	173148	152083
337	173645	151554
338	174129	151015
339	174635	150494
340	175166	149996
341	175746	149538
342	176330	149084
343	176967	148673
344	177523	148193
345	178118	147745
346	178638	147234
347	179171	146735
348	179661	146199
349	180153	145666
350	180688	145168
351	181179	144634
352	181654	144088
353	182149	143558
354	182636	143022
355	183115	142479
356	183591	141936
357	184054	141382
358	184520	140832
359	185013	140302
360	185502	139768
361	186090	139310
362	186711	138876
363	187285	138405
364	187889	137957
365	188477	137496
366	189064	137033
367	189720	136619
368	190222	136094
369	190709	135558
370	191203	135028
371	191659	134470
372	192118	133916
373	192579	133363
374	193080	132839
375	193592	132322
376	194070	131782
377	194558	131249
378	195051	130720
379	195547	130193
380	196061	129678
381	196574	129163
382	197071	128636
383	197567	128109
384	198062	127583
385	198546	127049
386	199046	126525
387	199556	126008
388	200074	125496
389	200569	124970
390	201065	124444
391	201600	123943
392	202120	123432
393	202599	122896
394	203073	122358
395	203568	121832
396	204082	121318
397	204563	120785
398	205053	120256
399	205548	119731
400	206014	119190
401	206500	118660
402	206990	118133
403	207497	117616
404	207999	117095
405	208439	116541
406	208948	116025
407	209460	115511
408	209981	115002
409	210536	114511
410	211038	113991
411	211526	113464
412	211992	112925
413	212454	112385
414	212918	111846
415	213413	111324
416	213882	110787
417	214353	110253
