iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.7560405987	0.6028062309	0.6314285714	0.6346583847	0.4716587302
1	0.8095576898	0.6411547854	0.6828571429	0.6638509313	0.5345544218
2	0.828482684	0.6560086755	0.6942857143	0.6653416148	0.5432936508
3	0.8354091747	0.659600015	0.7	0.6659627326	0.5536689342
4	0.8395656869	0.6883940811	0.7	0.7018633547	0.576744898
5	0.8632162592	0.6895763489	0.7114285714	0.6869565219	0.5941371882
6	0.8678723188	0.6999719295	0.7314285714	0.7007453416	0.6133435374
7	0.8634825394	0.698470328	0.7285714286	0.6997515524	0.6034070295
8	0.8863701533	0.7236217611	0.74	0.714782609	0.6270340136
9	0.9090042581	0.7354143576	0.74	0.7232298137	0.62761678
10	0.8929095867	0.7422078792	0.7314285714	0.7395031057	0.6262732426
11	0.8864263042	0.7500079487	0.7542857143	0.747950311	0.6595668934
12	0.9028375963	0.7576433	0.7628571429	0.752670808	0.6691326531
13	0.8886466044	0.7501476996	0.7685714286	0.7504347823	0.667468254
14	0.896534902	0.7571104808	0.7828571429	0.7540372669	0.6913843537
15	0.8912700038	0.7618645231	0.7771428571	0.761490683	0.685585034
16	0.9104282809	0.767511315	0.7828571429	0.7573913038	0.6968605442
17	0.9015623898	0.772280441	0.7828571429	0.7658385098	0.7003888889
18	0.919645874	0.783788303	0.7971428571	0.7714285719	0.716685941
19	0.9228712995	0.7833084462	0.8028571429	0.7686956524	0.7237222222
20	0.9043312166	0.7842078087	0.8171428571	0.7797515523	0.735462585
21	0.9173491147	0.7870731887	0.8228571429	0.7741614909	0.7469795918
22	0.903338655	0.7832774375	0.8285714286	0.7762732919	0.7491984127
23	0.9194890625	0.7899452408	0.8285714286	0.7812422365	0.7483571429
24	0.9170685908	0.7862190781	0.8285714286	0.777888199	0.7485929705
25	0.9317747208	0.797985464	0.8314285714	0.7845962736	0.7611621315
26	0.9273459085	0.7932358306	0.84	0.7795031058	0.7713117914
27	0.9234279124	0.7963044734	0.84	0.7844720499	0.7713968254
28	0.924462778	0.7974867438	0.84	0.7839751556	0.7774104308
29	0.9396400758	0.810428931	0.8457142857	0.7922981371	0.7932199546
30	0.938536011	0.8059455049	0.8485714286	0.7884472057	0.7929546485
31	0.9434221341	0.8103190929	0.8514285714	0.7914285721	0.7971179138
32	0.9338795746	0.804953474	0.84	0.791552796	0.7837176871
33	0.9283458359	0.8073346609	0.8542857143	0.794037268	0.801276644
34	0.9322415999	0.8124652056	0.8571428571	0.7978881999	0.8078866213
35	0.9322797281	0.8139784097	0.86	0.8016149078	0.8112947846
36	0.9320743007	0.8193457737	0.8628571429	0.8069565228	0.8133356009
37	0.9401756425	0.8216960646	0.8685714286	0.8059627337	0.820930839
38	0.9321028169	0.8213987413	0.86	0.8084472057	0.811978458
39	0.9332358261	0.8188312122	0.88	0.8048447216	0.8311360544
40	0.9355246172	0.823741047	0.8771428571	0.8098136659	0.8297403628
41	0.9276613559	0.823424208	0.88	0.813291927	0.8322097506
42	0.9276033693	0.8216267488	0.8657142857	0.811428573	0.8185464853
43	0.9331653775	0.8219704235	0.8685714286	0.8094409949	0.8243310658
44	0.9313424018	0.8289130991	0.8685714286	0.8190062124	0.8270204082
45	0.9323688154	0.8283117624	0.8685714286	0.8152795052	0.8299410431
46	0.9284981413	0.8275518964	0.8657142857	0.8170186354	0.8250770975
47	0.9330404884	0.8348399184	0.8742857143	0.8242236045	0.832707483
48	0.9372990135	0.8328026762	0.8714285714	0.8204968962	0.8275748299
49	0.9373285386	0.8294955213	0.8742857143	0.814161492	0.8283049887
50	0.9408079594	0.8320359372	0.8742857143	0.8175155298	0.8297913832
51	0.9420903465	0.8302062659	0.8685714286	0.8131677039	0.823515873
52	0.9424379557	0.830063999	0.8742857143	0.8115527969	0.8282981859
53	0.9396184006	0.8291700556	0.8742857143	0.8109316791	0.8278956916
54	0.9488871993	0.8382057884	0.8771428571	0.8167701888	0.8359501134
55	0.9542396757	0.8446731786	0.8771428571	0.8221118028	0.838015873
56	0.9545771027	0.8461454094	0.8771428571	0.8279503128	0.8356473923
57	0.9503894954	0.844465596	0.8742857143	0.827950313	0.8346462585
58	0.9506849361	0.8468508362	0.8714285714	0.8296894434	0.8331519274
59	0.9500008205	0.8413320193	0.8742857143	0.8224844744	0.8350079365
60	0.9526790407	0.8444762933	0.88	0.8252173929	0.8424115646
61	0.9488992073	0.8485219169	0.88	0.8296894427	0.8425430839
62	0.9501816252	0.8472561835	0.88	0.8284472064	0.8439773243
