iter	Passed	Remaining
0	5	522
1	10	494
2	14	453
3	17	426
4	21	410
5	26	413
6	30	403
7	35	405
8	39	400
9	45	406
10	49	404
11	54	402
12	59	400
13	64	394
14	70	396
15	75	394
16	79	386
17	83	378
18	88	377
19	93	374
20	98	371
21	102	364
22	107	358
23	111	352
24	115	345
25	119	339
26	123	334
27	128	331
28	132	324
29	137	320
30	142	316
31	145	310
32	150	304
33	153	298
34	158	295
35	163	290
36	167	284
37	172	281
38	177	277
39	181	272
40	187	269
41	191	264
42	195	259
43	199	253
44	204	249
45	207	244
46	211	238
47	216	234
48	221	230
49	225	225
50	229	220
51	232	214
52	237	210
53	241	205
54	244	200
55	249	195
56	253	191
57	258	186
58	261	181
59	266	177
60	270	172
61	275	168
62	278	163
63	283	159
64	287	154
65	291	150
66	294	145
67	298	140
68	303	136
69	307	131
70	310	126
71	314	122
72	318	117
73	322	113
74	327	109
75	332	105
76	337	100
77	343	96
78	347	92
79	352	88
80	357	83
81	361	79
82	366	74
83	370	70
84	374	66
85	377	61
86	382	57
87	386	52
88	390	48
89	394	43
90	398	39
91	402	34
92	405	30
93	409	26
94	413	21
95	417	17
96	420	13
97	424	8
98	429	4
99	433	0
