iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.7937040816	0.5943308974	0.5971428571	0.6150310547	0.4472891156
1	0.8474190062	0.6636260194	0.6714285714	0.6677018641	0.5472086168
2	0.8500518849	0.6901622064	0.7371428571	0.6988819869	0.6164931973
3	0.8377423369	0.6812274098	0.7571428571	0.6935403725	0.6334365079
4	0.8456222094	0.7086644431	0.7628571429	0.7166459619	0.6545249433
5	0.8472611428	0.7149567683	0.7771428571	0.7254658373	0.6739444444
6	0.8608512221	0.7217479887	0.8028571429	0.729440994	0.7003809524
7	0.8582839878	0.7184021211	0.7971428571	0.7285714291	0.6948594104
8	0.8676967061	0.724329825	0.8171428571	0.7327950314	0.7129795918
9	0.8817930761	0.7316259101	0.8028571429	0.7321739139	0.7112732426
10	0.8814544694	0.7306286586	0.8171428571	0.7308074543	0.7291043084
11	0.8829381694	0.7309249533	0.8057142857	0.7303105597	0.7171326531
12	0.8749785397	0.732427049	0.8114285714	0.7365217398	0.7185952381
13	0.8869000842	0.7369308775	0.8142857143	0.7429813668	0.7247823129
14	0.8896736141	0.7425208097	0.8257142857	0.7478260871	0.7374489796
15	0.8697801645	0.7419386376	0.8285714286	0.7496894408	0.7397199546
16	0.8768634435	0.7444215908	0.8342857143	0.7505590067	0.7479036281
17	0.8795795931	0.7581817501	0.8342857143	0.763975156	0.7560521542
18	0.8808513845	0.7716790654	0.8457142857	0.7795031067	0.7736303855
19	0.8791708972	0.7653632514	0.8485714286	0.7720496903	0.7758129252
20	0.8780342302	0.7666400615	0.84	0.7747826094	0.7707018141
21	0.8806134303	0.7690713106	0.8428571429	0.7762732919	0.773829932
22	0.8801936622	0.7651093314	0.8485714286	0.7713043481	0.7787641723
23	0.8953882877	0.7620441066	0.8457142857	0.7613664594	0.7786575964
24	0.895045795	0.766848522	0.8314285714	0.7695652177	0.7645612245
25	0.8948627522	0.7772993134	0.8314285714	0.7817391311	0.7665170068
26	0.8809373619	0.7716060975	0.8457142857	0.7798757766	0.7802596372
27	0.8870842241	0.7755285134	0.8428571429	0.7802484478	0.7786927438
28	0.8846770043	0.7714332636	0.8485714286	0.7742857149	0.782606576
29	0.8914550284	0.7795227906	0.84	0.7806211182	0.7751655329
30	0.8890808326	0.7818868652	0.8371428571	0.7855900627	0.7750895692
31	0.8881144545	0.7843914061	0.8542857143	0.7906832304	0.79130839
32	0.8867902796	0.7841535912	0.8514285714	0.7879503111	0.7899727891
33	0.8900941563	0.7864630348	0.8457142857	0.7889441	0.7850827664
34	0.9024126173	0.8012040643	0.8542857143	0.8033540378	0.7964092971
35	0.8876118052	0.8003396232	0.8542857143	0.8065838517	0.7961825397
36	0.8873449805	0.8005509853	0.8571428571	0.8064596281	0.8014013605
37	0.9035833656	0.8049832658	0.86	0.8039751557	0.8043310658
38	0.8961092946	0.8040822103	0.86	0.806211181	0.8039931973
39	0.8955357448	0.8028690059	0.8571428571	0.8038509326	0.8016870748
40	0.8963526751	0.797277036	0.86	0.7981366472	0.8019092971
41	0.8965280367	0.8016652699	0.86	0.8022360261	0.803760771
42	0.8981831108	0.8081264031	0.8628571429	0.8094409952	0.8093333333
43	0.9054619809	0.8164634744	0.8628571429	0.8152795049	0.8104070295
44	0.9109591682	0.8201952687	0.8714285714	0.8155279515	0.8218548753
45	0.9176264007	0.8223460759	0.8685714286	0.8159006222	0.8179263039
46	0.9286254975	0.8255133531	0.8742857143	0.8142857154	0.8280725624
47	0.9249476567	0.8265944719	0.8771428571	0.8172670819	0.8333956916
48	0.9215267748	0.8280264468	0.8742857143	0.8195031067	0.8314455782
49	0.9322649877	0.8325338345	0.8742857143	0.8202484486	0.8337482993
50	0.9170990265	0.8229539225	0.8742857143	0.8150310579	0.8292199546
51	0.9333415706	0.8291848793	0.8714285714	0.8187577663	0.8268503401
52	0.934362335	0.8343260757	0.8714285714	0.8232298156	0.8290612245
53	0.9344718453	0.8316831798	0.8771428571	0.819378884	0.8339977324
54	0.9271084345	0.8270836849	0.88	0.8165217411	0.8327358277
55	0.933162047	0.8304135622	0.88	0.8198757786	0.8361247166
56	0.9293567757	0.82844761	0.8857142857	0.8182608716	0.8419387755
57	0.9338161614	0.8310239589	0.8885714286	0.8187577663	0.8452653061
58	0.927457595	0.8276053458	0.8857142857	0.8187577663	0.8420589569
59	0.9279970206	0.830147027	0.8914285714	0.8209937911	0.8504331066
60	0.9326136102	0.8314628779	0.8914285714	0.8201242257	0.8523582766
61	0.933268061	0.8308711925	0.8942857143	0.8178882006	0.8553741497
62	0.9309489067	0.8307963994	0.9028571429	0.8180124242	0.8637936508
63	0.9342168982	0.831748429	0.9057142857	0.8171428588	0.8666723356
64	0.9441465672	0.8367487289	0.9	0.8171428588	0.861946712
65	0.9377592319	0.8362527734	0.8971428571	0.8182608713	0.8580884354
66	0.9437986975	0.8401162692	0.8971428571	0.8226086977	0.8609410431
67	0.9370873431	0.8350780518	0.9	0.8206211202	0.8629410431
68	0.9426380621	0.8434488117	0.9085714286	0.8263354059	0.8734988662
69	0.9455520285	0.8464557422	0.9057142857	0.8274534184	0.8718197279
70	0.9434170059	0.8460466852	0.9114285714	0.8274534184	0.8760034014
71	0.9452195269	0.8478180059	0.9114285714	0.8293167727	0.8771111111
72	0.9456019677	0.8475058595	0.9085714286	0.8284472077	0.8747460317
73	0.9454038687	0.8423016782	0.9114285714	0.8229813688	0.8765238095
74	0.9454413712	0.849289457	0.9114285714	0.832298139	0.8778174603
75	0.9408666677	0.846394213	0.9142857143	0.8304347852	0.8812664399
76	0.9408627519	0.8437807318	0.9142857143	0.827080748	0.8806235828
77	0.9403943547	0.8444116938	0.9142857143	0.8283229841	0.8823424036
78	0.9404464684	0.8428643347	0.9171428571	0.8264596298	0.8841281179
79	0.9408885913	0.8464896364	0.9257142857	0.8309316795	0.8904614512
80	0.935939923	0.8449695071	0.9228571429	0.8305590088	0.8883185941
81	0.9402873626	0.8450027836	0.9228571429	0.8288198781	0.8889126984
82	0.9396795088	0.8521834076	0.9228571429	0.8372670834	0.890984127
83	0.9399058905	0.8512901166	0.9257142857	0.8360248472	0.8932970522
84	0.9420857571	0.8551143951	0.9228571429	0.8401242264	0.8879886621
85	0.9411547268	0.8458031081	0.9171428571	0.8279503132	0.8841031746
86	0.9392885633	0.852077046	0.9085714286	0.8365217416	0.8738265306
87	0.9392132599	0.8509083473	0.9085714286	0.836024847	0.871670068
88	0.9392045224	0.8553515678	0.9	0.8422360275	0.8638605442
89	0.9410539273	0.8566307292	0.9028571429	0.84335404	0.8703650794
90	0.9388703298	0.8536000937	0.9028571429	0.8401242257	0.8712335601
91	0.9388704419	0.8554320155	0.9028571429	0.8411180147	0.8727256236
