iter	Passed	Remaining
0	4	419
1	8	416
2	12	403
3	15	380
4	19	366
5	26	420
6	31	419
7	38	438
8	44	445
9	48	439
10	53	432
11	57	422
12	61	412
13	65	402
14	70	398
15	75	397
16	80	394
17	84	385
18	88	378
19	92	369
20	96	362
21	99	354
22	104	349
23	108	343
24	111	335
25	115	329
26	120	325
27	124	320
28	128	314
29	132	309
30	137	305
31	141	300
32	145	294
33	149	289
34	153	285
35	157	280
36	161	274
37	164	269
38	169	265
39	173	259
40	177	255
41	181	250
42	185	246
43	189	240
44	193	235
45	197	231
46	201	227
47	205	222
48	209	217
49	213	213
50	216	208
51	220	203
52	223	198
53	226	193
54	230	188
55	234	184
56	238	179
57	241	174
58	244	170
59	248	165
60	251	160
61	254	156
62	258	151
63	261	147
64	265	142
65	269	138
66	272	134
67	276	130
68	280	126
69	284	121
70	287	117
71	290	113
72	294	109
73	299	105
74	302	100
75	306	96
76	310	92
77	315	88
78	319	84
79	323	80
80	327	76
81	332	72
82	335	68
83	338	64
84	342	60
85	346	56
86	349	52
87	353	48
88	356	44
89	360	40
90	363	35
91	366	31
92	370	27
93	373	23
94	376	19
95	380	15
96	383	11
97	386	7
98	390	3
99	393	0
