iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.7946960362	0.6360669762	0.6971428571	0.6606211186	0.5615045351
1	0.8516468533	0.7106362998	0.7628571429	0.7223602496	0.6515873016
2	0.8574399462	0.7106355666	0.7771428571	0.7186335416	0.6612811791
3	0.8898239314	0.7304721717	0.7771428571	0.7243478263	0.6846439909
4	0.8836737561	0.7387415111	0.7942857143	0.7375155293	0.6980725624
5	0.8863640986	0.7400665186	0.78	0.7360248449	0.6893446712
6	0.8970018666	0.753666582	0.8057142857	0.7475776392	0.7225102041
7	0.8879223525	0.7735560222	0.8085714286	0.7766459629	0.7395136054
8	0.8946335416	0.7615192874	0.82	0.7567701868	0.7477811791
9	0.8977702874	0.7709239064	0.8314285714	0.7686956534	0.7622857143
10	0.8946195101	0.7684380359	0.8342857143	0.7680745358	0.75738322
11	0.9114113409	0.7781962246	0.8142857143	0.7722981379	0.7357755102
12	0.8980679883	0.7650228485	0.8228571429	0.7570186346	0.7358219955
13	0.891435983	0.7688349651	0.8228571429	0.7664596277	0.7400600907
14	0.8838679479	0.7669036157	0.82	0.7678260887	0.7319671202
15	0.8927888677	0.7783140332	0.8085714286	0.7785093185	0.7240861678
16	0.8943067882	0.772555063	0.8114285714	0.7683229842	0.7254875283
17	0.8922154246	0.7646600793	0.8171428571	0.7627329212	0.7254365079
18	0.8882137251	0.7592017346	0.8171428571	0.7562732932	0.7240600907
19	0.9017006197	0.7662705279	0.82	0.7596273303	0.728739229
20	0.8886755786	0.7650495506	0.8142857143	0.7644720503	0.7255204082
21	0.8824138751	0.7630036435	0.8285714286	0.7653416153	0.7370770975
22	0.881952111	0.7706808706	0.8228571429	0.7746583855	0.7360068027
23	0.8768356396	0.7664490829	0.8228571429	0.7726708079	0.7359115646
24	0.8851699481	0.766182895	0.82	0.7683229815	0.7359285714
25	0.8752025068	0.7586626937	0.8114285714	0.7613664596	0.7259047619
26	0.8721587689	0.76353185	0.8257142857	0.7701863361	0.7355238095
27	0.8831228221	0.7616283052	0.82	0.7632298145	0.7341451247
28	0.8840416047	0.7677249321	0.8257142857	0.7710559016	0.7417052154
29	0.8874255258	0.7611309153	0.8228571429	0.7598757773	0.7384818594
30	0.8927048872	0.7699655322	0.8228571429	0.7695652179	0.7375634921
31	0.8927454418	0.7668557931	0.82	0.7648447209	0.7381428571
32	0.892755613	0.7652682316	0.8142857143	0.7634782611	0.7330022676
33	0.876013324	0.7593021064	0.8228571429	0.7614906838	0.7368662132
34	0.87895779	0.7675048212	0.8085714286	0.7704347839	0.7239965986
35	0.8789460602	0.7724853284	0.8114285714	0.7763975163	0.7293956916
36	0.8817373275	0.7714149999	0.8142857143	0.774658386	0.7332641723
37	0.8756937616	0.7654084939	0.8085714286	0.7696894421	0.7267267574
38	0.875811308	0.7638371766	0.8142857143	0.7673291932	0.7353435374
39	0.87462912	0.7627435984	0.8228571429	0.7654658393	0.7415793651
40	0.8746215808	0.7699418265	0.8228571429	0.7722981379	0.7465079365
41	0.8744486222	0.7706697255	0.8285714286	0.7767701877	0.7471643991
42	0.8759122284	0.7670143179	0.82	0.7710559015	0.7404126984
43	0.8759174515	0.7687828086	0.8228571429	0.7722981379	0.7461632653
44	0.881216334	0.776908316	0.8257142857	0.7822360263	0.74888322
45	0.8772298164	0.7787151276	0.8314285714	0.7853416161	0.7543650794
46	0.8772199801	0.7769661022	0.82	0.7828571438	0.7437369615
47	0.8775129655	0.7774060337	0.8171428571	0.7844720504	0.7432539683
48	0.8796078737	0.7777097202	0.8228571429	0.7836024851	0.745478458
49	0.8798949354	0.7806128907	0.8342857143	0.78720497	0.7568684807
50	0.8828757998	0.7757472724	0.82	0.7803726718	0.7444739229
51	0.8800627922	0.7756836175	0.8285714286	0.7811180131	0.753015873
52	0.8831284951	0.7803227412	0.8285714286	0.786086957	0.7541371882
53	0.88326102	0.7780160149	0.8285714286	0.7827329197	0.7520600907
54	0.8804558752	0.7792784675	0.8342857143	0.7840993794	0.7607687075
55	0.8777846232	0.7787918872	0.8314285714	0.7840993794	0.754531746
56	0.8777156802	0.7772345848	0.8285714286	0.7840993794	0.7498968254
57	0.8797895852	0.7757121381	0.8285714286	0.7819875788	0.7491439909
58	0.8799144831	0.7755977915	0.8228571429	0.7808695659	0.7458310658
59	0.877442056	0.7772103928	0.8314285714	0.7839751565	0.7537777778
60	0.8779855289	0.7808573304	0.8314285714	0.7875776409	0.7558537415
61	0.8753974172	0.7790195162	0.8314285714	0.7872049702	0.7523628118
62	0.8756934793	0.7802207028	0.8371428571	0.7888198773	0.7608174603
63	0.8767351614	0.780874911	0.8342857143	0.7898136659	0.7563900227
64	0.8766169682	0.7759155273	0.8371428571	0.7842236036	0.759829932
65	0.8768840378	0.7783228688	0.8485714286	0.7863354047	0.7709251701
66	0.8764690272	0.7760019577	0.8457142857	0.7837267091	0.7668764172
67	0.8746199413	0.7750030207	0.8457142857	0.7833540384	0.7657244898
68	0.8719217004	0.7718316029	0.8428571429	0.7801242249	0.76180839
69	0.8747107317	0.7734047327	0.8371428571	0.7801242249	0.7589603175
70	0.8747163859	0.7720461776	0.8257142857	0.7788819884	0.7490941043
71	0.8662575682	0.7722858493	0.8257142857	0.7822360259	0.7490011338
72	0.8747177185	0.7752264508	0.8257142857	0.7832298145	0.7499399093
73	0.8740987603	0.772761714	0.8228571429	0.7803726717	0.7442165533
