iter	Passed	Remaining
0	497	314429
1	982	309833
2	1532	321727
3	2011	316313
4	2507	314966
5	3010	314581
6	3495	312627
7	3990	311759
8	4490	311334
9	4974	309909
10	5460	308751
11	5944	307609
12	6436	306958
13	6939	306820
14	7424	305877
15	7905	304863
16	8387	303910
17	8869	303040
18	9360	302476
19	9855	302073
20	10338	301302
21	10828	300726
22	11300	299705
23	11789	299161
24	12295	299029
25	12787	298538
26	13270	297853
27	13739	296882
28	14217	296117
29	14690	295282
30	15182	294824
31	15667	294248
32	16162	293864
33	16692	294087
34	17178	293510
35	17774	294764
36	18420	296720
37	18996	297437
38	19543	297662
39	20108	298115
40	20746	299554
41	21279	299428
42	22023	302189
43	22717	304100
44	23265	304000
45	23792	303612
46	24259	302473
47	24733	301434
48	25203	300380
49	25686	299502
50	26234	299377
51	26825	299722
52	27373	299560
53	27900	299156
54	28406	298531
55	28897	297742
56	29374	296840
57	29846	295893
58	30317	294949
59	30788	294032
60	31283	293346
61	31767	292567
62	32259	291872
63	32727	290964
64	33220	290295
65	33708	289587
66	34186	288800
67	34697	288296
68	35193	287666
69	35684	287002
70	36154	286183
71	36681	285810
72	37148	284975
73	37635	284302
74	38101	283478
75	38607	282949
76	39095	282300
77	39611	281850
78	40109	281271
79	40620	280790
80	41098	280080
81	41590	279468
82	42057	278694
83	42562	278175
84	43058	277603
85	43540	276938
86	44020	276269
87	44527	275769
88	45004	275085
89	45477	274382
90	46000	273981
91	46481	273330
92	46959	272665
93	47462	272152
94	47949	271543
95	48428	270894
96	48927	270364
97	49427	269833
98	49909	269208
99	50408	268675
100	50877	267989
101	51379	267477
102	51973	267438
103	52582	267464
104	53051	266775
105	53565	266312
106	54093	265917
107	54618	265504
108	55160	265174
109	55667	264675
110	56153	264073
111	56661	263579
112	57141	262951
113	57658	262496
114	58165	261996
115	58676	261514
116	59211	261137
117	59705	260580
118	60206	260050
119	60690	259451
120	61213	259018
121	61842	259029
122	62362	258574
123	62868	258066
124	63376	257561
125	63865	256983
126	64377	256497
127	64930	256170
128	65518	255981
129	66081	255683
130	66616	255278
131	67170	254941
132	67717	254576
133	68320	254418
134	68885	254110
135	69457	253827
136	70037	253565
137	70581	253171
138	71121	252761
139	71622	252211
140	72215	251985
141	72741	251520
142	73368	251401
143	74035	251413
144	74717	251462
145	75306	251193
146	75913	250980
147	76474	250608
148	77059	250314
149	77841	250650
150	78531	250676
151	79186	250584
152	79875	250588
153	80597	250688
154	81210	250443
155	82034	250837
156	82842	251166
157	83506	251049
158	84229	251097
159	84995	251267
160	85726	251321
161	86378	251136
162	87149	251289
163	87959	251542
164	88658	251467
165	89368	251415
166	89976	251071
167	90542	250609
168	91100	250120
169	91664	249649
170	92237	249203
171	92789	248696
172	93380	248294
173	94124	248294
174	94852	248243
175	95480	247923
176	96053	247459
177	96706	247199
178	97343	246894
179	97917	246425
180	98526	246044
181	99075	245511
182	99650	245042
183	100181	244463
184	100748	243974
185	101260	243352
186	101824	242854
187	102389	242357
188	102934	241813
189	103441	241182
190	103967	240594
191	104500	240025
192	105079	239559
193	105719	239232
194	106416	239026
195	107076	238736
196	107786	238551
197	108495	238362
198	109145	238036
199	109705	237513
200	110242	236938
201	110777	236362
202	111305	235769
203	112056	235648
204	112770	235442
205	113316	234883
206	113809	234217
207	114364	233676
208	114902	233104
209	115416	232482
210	115912	231824
211	116444	231240
212	116963	230632
213	117482	230024
214	117984	229382
215	118503	228778
216	119023	228174
217	119550	227585
218	120102	227043
219	120700	226587
220	121241	226024
221	121764	225428
222	122286	224832
223	122810	224238
224	123321	223622
225	123865	223067
226	124401	222497
227	124917	221892
228	125444	221308
229	125959	220703
230	126499	220142
231	127032	219569
232	127554	218977
233	128050	218343
234	128558	217728
235	129072	217125
236	129580	216513
237	130101	215925
238	130614	215321
239	131139	214740
240	131668	214166
241	132173	213553
242	132663	212916
243	133166	212302
244	133662	211677
245	134166	211067
246	134649	210423
247	135151	209812
248	135667	209222
249	136196	208653
250	136689	208028
251	137171	207390
252	137660	206763
253	138135	206115
254	138653	205533
255	139161	204936
256	139656	204322
257	140154	203712
258	140663	203120
259	141153	202500
260	141744	202026
261	142471	201743
262	142991	201167
263	143510	200589
264	144032	200014
265	144520	199395
266	145012	198781
267	145512	198179
268	146023	197593
269	146505	196969
270	147022	196391
271	147575	195863
272	148080	195271
273	148585	194679
274	149067	194059
275	149553	193443
276	150037	192828
277	150536	192231
278	151033	191633
279	151529	191035
280	152029	190442
281	152540	189864
282	153042	189275
283	153551	188694
284	154058	188114
285	154566	187534
286	155068	186946
287	155571	186361
288	156063	185763
289	156560	185172
290	157039	184561
291	157537	183973
292	158030	183380
293	158534	182800
294	159035	182217
295	159528	181625
296	160040	181055
297	160577	180515
298	161093	179950
299	161604	179381
300	162132	178830
301	162679	178300
302	163192	177734
303	163716	177179
304	164232	176616
305	164742	176048
306	165256	175484
307	165756	174905
308	166266	174337
309	166775	173769
310	167273	173189
311	167788	172628
312	168299	172063
313	168793	171481
314	169261	170873
315	169738	170276
316	170224	169687
317	170686	169076
318	171152	168469
319	171650	167895
320	172277	167447
321	172750	166849
322	173214	166243
323	173680	165639
324	174138	165029
325	174597	164421
326	175064	163821
327	175519	163211
328	175977	162605
329	176435	161999
330	176894	161396
331	177371	160809
332	177825	160203
333	178290	159607
334	178760	159016
335	179222	158419
336	179709	157845
337	180193	157269
338	180699	156712
339	181185	156139
340	181729	155615
341	182331	155141
342	182949	154679
343	183497	154158
344	184036	153630
345	184659	153171
346	185354	152770
347	185975	152307
348	186620	151863
349	187242	151398
350	187700	150801
351	188192	150233
352	188746	149714
353	189313	149204
354	189872	148688
355	190391	148141
356	190940	147617
357	191441	147057
358	191960	146510
359	192489	145971
360	193022	145435
361	193478	144841
362	193920	144238
363	194488	143729
364	195129	143273
365	195706	142769
366	196305	142281
367	196797	141715
368	197290	141150
369	197869	140647
370	198395	140106
371	198867	139528
372	199367	138968
373	199889	138426
374	200435	137899
375	200923	137333
376	201420	136773
377	202048	136302
378	202661	135820
379	203124	135237
380	203578	134650
381	204030	134061
382	204498	133484
383	204969	132909
384	205428	132328
385	205889	131748
386	206356	131172
387	206882	130634
388	207364	130069
389	207853	129508
390	208345	128950
391	208822	128383
392	209293	127813
393	209748	127233
394	210212	126659
395	210691	126095
396	211150	125520
397	211638	124962
398	212115	124398
399	212595	123836
400	213074	123275
401	213598	122739
402	214115	122199
403	214627	121657
404	215131	121110
405	215634	120563
406	216118	120006
407	216592	119444
408	217049	118873
409	217501	118299
410	217959	117729
411	218419	117161
412	218876	116593
413	219334	116024
414	219792	115457
415	220256	114893
416	220714	114327
417	221169	113759
418	221626	113193
419	222088	112630
420	222549	112067
421	223011	111505
422	223467	110941
423	223935	110383
424	224395	109821
425	224855	109260
426	225321	108702
427	225769	108137
428	226226	107576
429	226689	107018
430	227145	106457
431	227620	105906
432	228070	105344
433	228537	104790
434	229048	104256
435	229511	103701
436	229973	103145
437	230431	102589
438	230901	102038
439	231373	101488
440	231962	100990
441	232557	100494
442	233028	99944
443	233530	99408
444	234010	98862
445	234499	98321
446	234991	97781
447	235463	97233
448	235967	96699
449	236438	96151
450	236935	95614
451	237401	95065
452	237885	94524
453	238371	93983
454	238854	93442
455	239318	92893
456	239833	92364
457	240329	91828
458	240794	91281
459	241253	90732
460	241721	90186
461	242197	89644
462	242682	89105
463	243162	88565
464	243646	88027
465	244134	87490
466	244614	86950
467	245112	86418
468	245615	85886
469	246148	85366
470	246652	84835
471	247158	84306
472	247660	83775
473	248196	83255
474	248711	82729
475	249182	82188
476	249670	81653
477	250172	81122
478	250648	80584
479	251126	80046
480	251611	79511
481	252107	78979
482	252697	78477
483	253192	77945
484	253675	77410
485	254149	76872
486	254631	76337
487	255120	75804
488	255599	75268
489	256059	74727
490	256510	74184
491	256964	73642
492	257430	73104
493	257890	72564
494	258356	72026
495	258837	71493
496	259298	70954
497	259752	70414
498	260203	69874
499	260654	69333
500	261107	68794
501	261591	68263
502	262235	67774
503	262753	67252
504	263238	66721
505	263695	66184
506	264163	65650
507	264658	65122
508	265136	64591
509	265590	64054
510	266081	63526
511	266553	62994
512	267044	62466
513	267551	61942
514	268035	61413
515	268526	60886
516	269020	60360
517	269508	59832
518	269995	59305
519	270496	58780
520	270968	58250
521	271494	57731
522	272030	57214
523	272571	56699
524	273124	56185
525	273598	55656
526	274072	55126
527	274536	54595
528	274992	54062
529	275450	53531
530	275919	53001
531	276377	52470
532	276835	51939
533	277300	51409
534	277768	50880
535	278247	50354
536	278712	49825
537	279290	49317
538	279813	48798
539	280348	48282
540	280852	47760
541	281323	47233
542	281794	46706
543	282271	46180
544	282751	45655
545	283222	45128
546	283688	44601
547	284187	44080
548	284761	43570
549	285230	43043
550	285723	42521
551	286222	42000
552	286705	41476
553	287170	40950
554	287633	40424
555	288139	39904
556	288630	39382
557	289123	38860
558	289613	38338
559	290128	37820
560	290637	37301
561	291311	36802
562	292026	36308
563	292661	35804
564	293172	35284
565	293663	34762
566	294185	34243
567	294661	33720
568	295155	33198
569	295630	32674
570	296092	32150
571	296583	31628
572	297072	31107
573	297546	30584
574	298040	30063
575	298534	29542
576	299039	29022
577	299605	28509
578	300121	27990
579	300601	27468
580	301083	26947
581	301567	26426
582	302024	25902
583	302487	25379
584	302954	24857
585	303419	24335
586	303889	23814
587	304372	23293
588	304845	22772
589	305304	22251
590	305757	21728
591	306223	21208
592	306701	20688
593	307184	20168
594	307673	19649
595	308157	19130
596	308652	18612
597	309142	18093
598	309639	17575
599	310129	17057
600	310654	16540
601	311171	16023
602	311688	15506
603	312200	14989
604	312721	14473
605	313235	13956
606	313746	13438
607	314233	12920
608	314727	12403
609	315212	11885
610	315710	11367
611	316199	10849
612	316692	10332
613	317180	9815
614	317692	9298
615	318191	8781
616	318693	8264
617	319201	7747
618	319690	7230
619	320157	6712
620	320632	6195
621	321111	5678
622	321674	5163
623	322329	4648
624	322825	4132
625	323305	3615
626	323808	3098
627	324287	2581
628	324781	2065
629	325270	1548
630	325726	1032
631	326183	516
632	326651	0
