ticker,date,absoluteReturn,relativeToSPReturn,nextPeriodRelativeToSPReturn,closePrice,dilutedEarningsPerShare,freeCashFlowPerShare,bookValuePerShare,equityRatio,marketCap,priceToEarningsRatio,priceToSalesRatio,priceToFreeCashFlow,priceToBookRatio,enterpriseValueToSalesRatio,currentRatio,roic,netCurrentAssetValuePerShare,ebitdaMargin,netIncomeMargin,returnOnAssets,returnOnEquity
PG,2003-09-30,,,-0.041564438729674,46.49,0.6176502126746971,0.4753,5.6489,0.344,120569490500,21.9896,2.6927,17.4738,7.629,2.8627,0.9322,0.17,-6.729260251788158,0.2501,0.1444,0.1164,0.3267
PG,2003-12-31,0.0748548074854806,-0.041564438729674,0.036578088952115,49.97,0.6376521832268199,0.6944,6.0759,0.3448,129161956300,22.2424,2.7485,18.9692,7.5897,2.9048,0.9748,0.1618,-7.01217507031519,0.2414,0.1375,0.1112,0.3231
PG,2004-03-31,0.0494296577946767,0.036578088952115,0.0251483480683813,52.44,0.5361814988710082,0.892,6.0055,0.3395,134802264000,22.2372,2.7307,18.6422,8.045,2.8846,1.0106,0.1642,-7.146969579086594,0.2091,0.1172,0.1125,0.3288
PG,2004-06-30,0.03813882532418,0.0251483480683813,0.0171401053841387,54.44,0.3661880366548813,0.6483,5.6829,0.3028,138486649600,22.4962,2.6939,18.3159,8.7916,2.8235,0.7727,0.1645,-8.905827410528964,0.1657,0.0809,0.111,0.3461
PG,2004-09-30,-0.005878030859662,0.0171401053841387,-0.0695950683929432,54.12,0.7020715086222479,0.6742,6.0898,0.3101,137285121600,21.664,2.5924,16.9571,8.1499,2.7248,0.8545,0.1626,-8.72321301859123,0.2378,0.1412,0.109,0.3556
PG,2004-12-31,0.0177383592017738,-0.0695950683929432,-0.0119116485672393,55.08,0.6988573021181717,0.5413,6.4029,0.3154,138943706400,21.1869,2.5641,18.0329,7.5599,2.6603,0.8783,0.1581,-8.78148562186333,0.2434,0.141,0.1073,0.3429
PG,2005-03-31,-0.0377632534495279,-0.0119116485672393,-0.0138141194657157,53.0,0.5794235065743691,0.7881,6.3132,0.2969,132207440000,19.8987,2.3844,17.9434,7.6699,2.4594,0.8526,0.1544,-9.12214168884898,0.2111,0.1129,0.1053,0.3441
PG,2005-06-30,-0.0047169811320754,-0.0138141194657157,0.0957430678060499,52.75,0.5014443374564848,0.5347,6.2928,0.3002,130447057500,18.6699,2.2989,18.5954,7.6769,2.3827,0.8118,0.163,-9.18869519153393,0.1849,0.0976,0.1121,0.3755
PG,2005-09-30,0.1272037914691943,0.0957430678060499,-0.0424252046277633,59.46,0.7521606219572027,0.6778,4.9273,0.2347,141375663600,19.9852,2.4463,20.3535,10.8284,2.671,0.9767,0.1623,-11.275371583826114,0.2369,0.1371,0.1146,0.4286
PG,2005-12-30,-0.0265724857046753,-0.0424252046277633,-0.0416342918837697,57.88,0.707640259374119,0.6371,18.3098,0.4864,190373686800,25.1119,3.0867,24.8789,2.9313,3.4366,1.2887,0.1033,-13.28110035845563,0.2509,0.1388,0.0764,0.1873
PG,2006-03-31,-0.0043192812715964,-0.0416342918837697,-0.0161725697261329,57.63,0.6198547215496368,0.8018,18.1068,0.4773,189111116100,23.1243,2.9256,22.7433,2.9751,3.2926,1.3278,0.0797,-13.586289071666052,0.2367,0.1281,0.0599,0.1244
PG,2006-06-30,-0.0352247093527676,-0.0161725697261329,0.0630634061800438,55.6,0.540233897713388,0.791,17.8789,0.4635,176741280000,20.3525,2.5906,18.4297,2.8758,3.0033,1.2173,0.0852,-15.24411727695986,0.2065,0.1063,0.0638,0.1357
PG,2006-09-29,0.1147482014388488,0.0630634061800438,-0.0247736551777647,61.98,0.7790115137843143,0.7277,18.2735,0.4656,196399125000,20.9985,2.7196,19.1086,3.1487,3.1069,1.2387,0.0923,-15.062721893491124,0.2575,0.1436,0.0685,0.1476
PG,2006-12-29,0.036947402387867,-0.0247736551777647,-0.0190758214121848,64.27,0.8287098194627918,0.5328,18.7676,0.476,202796272600,20.9738,2.7553,20.624,3.172,3.0017,0.7889,0.0952,-14.973473876363544,0.2562,0.145,0.0704,0.1497
PG,2007-03-30,-0.0172708884393962,-0.0190758214121848,-0.0892470090890976,63.16,0.7282253554293115,1.1229,19.1484,0.4898,198885787200,19.9484,2.6501,18.3592,3.0572,2.877,0.7345,0.0989,-14.771731260241609,0.242,0.1343,0.073,0.1512
PG,2007-06-29,-0.0311906269791006,-0.0892470090890976,0.1339689834920309,61.19,0.7072635296363463,0.8453,20.7928,0.4837,190958692500,18.4679,2.4969,17.7289,2.9219,2.7299,0.7823,0.1023,-15.131939437635184,0.216,0.1176,0.0755,0.1552
PG,2007-09-28,0.1495342376205263,0.1339689834920309,0.0820319656335404,70.34,0.9054319957068748,0.8836,19.7266,0.4767,218450717600,20.3759,2.8046,19.4161,3.3015,3.0251,0.8156,0.1043,-15.76551049059131,0.2559,0.1524,0.0766,0.1596
PG,2007-12-31,0.0437873187375603,0.0820319656335404,0.0535712364464925,73.42,0.9657339518180458,1.188,20.008,0.4725,225950050000,20.3028,2.8527,16.8543,3.3796,3.0735,0.8564,0.1066,-15.986352558895208,0.2538,0.1554,0.0777,0.1639
PG,2008-03-31,-0.0456278943067285,0.0535712364464925,-0.0998711438896033,70.07,0.8084938810129649,0.956,20.6646,0.4785,213923009300,18.8861,2.6562,16.7822,3.1358,2.8995,0.8234,0.1069,-16.401625947022428,0.2386,0.1353,0.0781,0.1643
PG,2008-06-30,-0.1321535607249891,-0.0998711438896033,0.2348098751589412,60.81,0.9071168608740864,0.8009,20.8361,0.4826,184516391100,15.2808,2.2461,14.5185,2.7083,2.4928,0.7918,0.1135,-16.472608270084468,0.2217,0.1444,0.0834,0.1736
PG,2008-09-30,0.1460286137148494,0.2348098751589412,0.1126534591243202,69.69,1.018984411174564,0.8473,19.5122,0.4589,208074129900,16.8562,2.5089,16.6592,3.2917,2.6754,0.6555,0.1174,-17.09744080972365,0.2476,0.1595,0.0867,0.1841
PG,2008-12-31,-0.112928684172765,0.1126534591243202,-0.1216048090860026,61.82,1.5633278667844075,0.4648,19.2591,0.4514,181183910600,12.87,2.2188,18.1292,2.9669,2.3922,0.6858,0.1352,-17.188305019397237,0.2402,0.2532,0.1009,0.2217
PG,2009-03-31,-0.2382724037528307,-0.1216048090860026,-0.0670617119756013,47.09,0.8271596985118856,1.1421,19.1477,0.459,137253223000,9.8171,1.7265,13.2177,2.3088,1.928,0.6703,0.1372,-17.02130579476447,0.2394,0.1462,0.1033,0.2269
PG,2009-06-30,0.0851560840942874,-0.0670617119756013,-0.016386035608107,51.1,0.7805791393614617,1.2641,20.0335,0.47,149058700000,11.0939,1.9435,12.7607,2.4019,2.1504,0.7088,0.1342,-16.985258827562564,0.2341,0.1366,0.1005,0.2164
PG,2009-09-30,0.1334637964774951,-0.016386035608107,-0.008098394063191,57.92,1.047401595060458,1.3545,21.1342,0.4843,169226601600,12.6335,2.2408,12.8709,2.575,2.4546,0.855,0.1317,-16.030570928867487,0.2634,0.1669,0.098,0.2054
PG,2009-12-31,0.0467886740331491,-0.008098394063191,-0.0051793582390798,60.63,1.477954144620811,1.7322,21.6918,0.5096,176105291700,13.4946,2.2935,10.313,2.6033,2.5303,0.9191,0.1291,-15.349842834961215,0.2574,0.2215,0.0953,0.1919
PG,2010-03-31,0.0435428005937654,-0.0051793582390798,0.0666225988121011,63.27,0.8170366313347723,1.357,21.0989,0.5021,182211273000,13.9925,2.3331,10.27,2.7823,2.5641,0.9234,0.1325,-15.529358658286746,0.2485,0.1347,0.097,0.1918
PG,2010-06-30,-0.0519993677888415,0.0666225988121011,-0.1073646677557751,59.98,0.6896889062805713,0.7519,19.6184,0.4793,170553130000,13.3914,2.1987,10.5723,2.8348,2.437,0.7734,0.1349,-16.863372604184985,0.196,0.1244,0.0975,0.1986
PG,2010-09-30,-0.0001667222407468,-0.1073646677557751,-0.0293299895868137,59.97,1.000793231094659,0.6388,20.4723,0.4727,167867424300,13.4186,2.1554,12.1177,2.7101,2.3975,0.7415,0.133,-17.860523937281858,0.2579,0.1531,0.0955,0.2007
PG,2010-12-31,0.0727030181757545,-0.0293299895868137,-0.0966579884398839,64.33,1.0722618492100526,0.7289,0.0,0.0,180174177400,16.1099,2.3039,16.9368,0.0,2.3039,0.0,0.2317,0.0,0.2328,0.1561,0.1673,0.3539
PG,2011-03-31,-0.0424374319912948,-0.0966579884398839,0.0358950044282678,61.6,0.9408862067815824,1.0889,22.0688,0.4938,171943464000,14.988,2.1787,17.7407,2.5976,2.4164,0.8333,0.2312,-16.94270391109487,0.2215,0.1444,0.168,0.3402
PG,2011-06-30,0.0319805194805194,0.0358950044282678,0.1371440231363135,63.57,0.8196391441411228,0.8847,22.3915,0.4915,175815549000,14.9034,2.1489,17.5394,2.6332,2.3844,0.8049,0.1182,-17.493943667064396,0.1913,0.1227,0.0858,0.1742
PG,2011-09-30,-0.0061349693251533,0.1371440231363135,-0.0556513959698421,63.18,1.007875619526105,0.4528,21.866,0.4804,173828397600,14.8065,2.0887,18.4433,2.6986,2.3145,0.8268,0.1172,-17.39455970225201,0.2319,0.1404,0.0853,0.1757
PG,2011-12-30,0.0558721114276668,-0.0556513959698421,-0.1124714733330376,66.71,0.5512424992372106,0.8072,21.5896,0.4832,183746024000,18.198,2.1974,19.1024,2.8853,2.3751,0.7938,0.1015,-16.61341853035144,0.2275,0.0777,0.0745,0.1547
