ticker,date,absoluteReturn,relativeToSPReturn,nextPeriodRelativeToSPReturn,closePrice,dilutedEarningsPerShare,freeCashFlowPerShare,bookValuePerShare,equityRatio,marketCap,priceToEarningsRatio,priceToSalesRatio,priceToFreeCashFlow,priceToBookRatio,enterpriseValueToSalesRatio,currentRatio,roic,netCurrentAssetValuePerShare,ebitdaMargin,netIncomeMargin,returnOnAssets,returnOnEquity
NKE,2003-08-29,,,0.1313886611847999,7.12,0.1224999941376342,0.1451,1.9777,0.6008,14947372000,19.063,1.3681,16.154,3.5444,1.3254,2.481,0.1565,1.070188391645033,0.1665,0.0863,0.1133,0.191
NKE,2003-11-28,0.1811797752808988,0.1313886611847999,0.0072101716338167,8.41,0.082500003454774,0.1726,2.0117,0.592,17702965900,21.8231,1.5738,15.8827,4.0535,1.5454,2.5154,0.1536,0.955633993510658,0.1352,0.0631,0.1127,0.1889
NKE,2004-02-27,0.089179548156956,0.0072101716338167,-0.0087412790117813,9.16,0.0925000173177765,0.0696,2.1073,0.6,19345370400,21.8148,1.6462,15.0395,4.2394,1.6275,2.6738,0.1643,1.0220460808545695,0.1412,0.0689,0.1183,0.1986
NKE,2004-05-31,-0.029475982532751,-0.0087412790117813,0.0736193042506448,8.89,0.1411368597187535,0.2221,2.2127,0.6046,18711672000,19.7881,1.527,14.2261,3.9131,1.4825,2.7227,0.1712,1.1410110224249337,0.1621,0.0874,0.1219,0.2023
NKE,2004-08-31,0.0584926884139482,0.0736193042506448,0.0613241880735708,9.41,0.1512500109920066,0.1462,2.3243,0.6236,19759306200,19.5404,1.5449,14.9499,3.9344,1.4975,2.9462,0.1768,1.2335819260698535,0.161,0.0917,0.1267,0.2062
NKE,2004-11-30,0.1243358129649309,0.0613241880735708,0.0020400228519043,10.58,0.12125,0.1486,2.4732,0.6242,22350355800,20.4299,1.7059,17.6264,4.1836,1.6327,3.0205,0.1821,1.3418634704687789,0.1558,0.0831,0.1317,0.2111
NKE,2005-02-28,0.0274102079395084,0.0020400228519043,-0.0442246751552261,10.87,0.1262499740250144,0.1246,2.5061,0.6272,22829500100,19.5608,1.6903,16.4596,4.2065,1.6201,3.0003,0.1879,1.415892545102203,0.1526,0.0826,0.1356,0.2167
NKE,2005-05-31,-0.0542778288868445,-0.0442246751552261,-0.0650523853497118,10.28,0.1627192694533331,0.1927,2.6278,0.6418,21472864000,17.7227,1.5628,16.2574,3.8044,1.48,3.1768,0.1918,1.5327939486786673,0.1644,0.0939,0.1388,0.2188
NKE,2005-08-31,-0.0408560311284046,-0.0650523853497118,0.057248900380327,9.86,0.2012499563562724,0.0947,2.7763,0.6542,20540943600,15.5955,1.463,16.9984,3.4442,1.3587,2.9846,0.2007,1.686971381392625,0.1846,0.1119,0.147,0.2269
NKE,2005-11-30,0.0811359026369169,0.057248900380327,-0.0071307846243537,10.66,0.1425000307622118,0.1753,2.8781,0.665,22110332400,16.3019,1.539,17.5771,3.6356,1.4244,3.0986,0.2003,1.7520032398970176,0.1525,0.0866,0.1485,0.2251
NKE,2006-02-28,0.0178236397748592,-0.0071307846243537,-0.0664007679624316,10.85,0.1538154299821115,0.0699,2.9562,0.6578,22447999000,15.9352,1.5301,19.7588,3.585,1.4213,3.0573,0.2037,1.830937581563506,0.16,0.0901,0.1509,0.2282
NKE,2006-05-31,-0.0746543778801843,-0.0664007679624316,-0.020581062833025,10.04,0.1570380213209313,0.2895,2.9657,0.6368,20561920000,14.7714,1.3749,15.3929,3.2714,1.2483,2.8052,0.1988,1.84306640625,0.1444,0.083,0.1435,0.2218
NKE,2006-08-31,0.0059760956175299,-0.020581062833025,0.1505013803250309,10.1,0.188068705905816,0.0795,3.1016,0.65,20257065000,15.1522,1.3251,15.6812,3.2562,1.2371,2.9045,0.1953,1.8196096028718869,0.151,0.0899,0.1375,0.2137
NKE,2006-11-30,0.2247524752475247,0.1505013803250309,0.0513607152027933,12.37,0.15861347659209,0.1107,3.1849,0.6656,24937548900,18.3175,1.595,21.7112,3.8141,1.4976,3.1549,0.1986,1.9472015952618345,0.1312,0.0851,0.1404,0.2134
NKE,2007-02-28,0.0557801131770413,0.0513607152027933,-0.0014761877359155,13.06,0.1722055018381513,0.1662,3.3616,0.6701,26407973000,19.0478,1.6558,19.7206,3.8563,1.5398,3.3035,0.1924,2.1114710318735934,0.1372,0.0893,0.1383,0.2071
NKE,2007-05-31,0.0865237366003062,-0.0014761877359155,0.0299508661683052,14.19,0.2153529595171844,0.4268,3.4549,0.6572,28499621700,19.108,1.7456,17.8849,4.0566,1.5963,3.1255,0.1993,2.197537379943538,0.166,0.0999,0.1426,0.215
