iter	Passed	Remaining
0	5	569
1	10	494
2	14	459
3	23	554
4	27	519
5	31	486
6	36	484
7	41	471
8	45	460
9	52	471
10	57	461
11	62	459
12	68	461
13	73	450
14	77	440
15	83	437
16	88	432
17	93	425
18	99	423
19	104	417
20	108	408
21	113	403
22	119	400
23	124	392
24	128	385
25	132	378
26	136	370
27	141	362
28	145	356
29	150	351
30	154	342
31	158	336
32	162	330
33	166	323
34	170	316
35	173	308
36	177	302
37	182	297
38	185	290
39	189	284
40	193	278
41	197	272
42	201	266
43	204	260
44	208	254
45	212	249
46	216	244
47	219	238
48	222	232
49	226	226
50	230	221
51	233	215
52	236	209
53	239	204
54	242	198
55	246	193
56	249	188
57	252	182
58	255	177
59	259	173
60	262	168
61	266	163
62	269	158
63	273	153
64	276	149
65	279	144
66	283	139
67	286	135
68	290	130
69	294	126
70	297	121
71	300	116
72	304	112
73	309	108
74	312	104
75	316	99
76	320	95
77	324	91
78	327	87
79	331	82
80	334	78
81	338	74
82	342	70
83	345	65
84	349	61
85	353	57
86	356	53
87	360	49
88	363	44
89	367	40
90	371	36
91	375	32
92	378	28
93	382	24
94	385	20
95	389	16
96	392	12
97	396	8
98	400	4
99	404	0
