iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.6549343881	0.3916889693	0.2058823529	0.3833759596	0.1470751634
1	0.8500825323	0.6277120205	0.5941176471	0.6204603588	0.4705964052
2	0.8994153504	0.688498575	0.6323529412	0.6778772388	0.5323786181
3	0.9188980706	0.7118823044	0.6705882353	0.6951406671	0.5728081232
4	0.9080573337	0.7100709814	0.6941176471	0.6936061397	0.5883018207
5	0.9238682603	0.7318744849	0.7147058824	0.7144501293	0.6242775444
6	0.9200825149	0.7446193537	0.7323529412	0.7273657299	0.6437044818
7	0.9241730282	0.7422995832	0.7411764706	0.7242966771	0.6518347339
8	0.9247502167	0.741867595	0.7323529412	0.7248081853	0.6466584967
9	0.9254710096	0.7481838213	0.7529411765	0.7287723801	0.6646253501
10	0.9355999984	0.7518372595	0.7617647059	0.7296675197	0.6754516807
11	0.9314881916	0.7490901278	0.7676470588	0.726854221	0.6788036881
12	0.9319409766	0.7580609351	0.7676470588	0.7374680322	0.6797654062
13	0.9317631493	0.7637265624	0.7647058824	0.7468030707	0.6771183473
14	0.9310845748	0.7528917913	0.7647058824	0.7319693107	0.6772233894
15	0.9318813933	0.7551539545	0.7588235294	0.7372122772	0.6723015873
16	0.9312672839	0.7638055549	0.7705882353	0.7497442464	0.6841013072
17	0.9352548458	0.7631913445	0.7735294118	0.7480818423	0.6881407563
18	0.9348983968	0.7612029093	0.7735294118	0.7447570341	0.6888877218
19	0.9360186103	0.7674921153	0.7823529412	0.7510230185	0.6956699346
20	0.9360318551	0.7666468248	0.7882352941	0.7494884916	0.702254902
21	0.9357265693	0.7681889916	0.7794117647	0.7517902818	0.6988620448
22	0.9357537795	0.7680544658	0.7764705882	0.7514066503	0.6923354342
23	0.9357074838	0.7680093435	0.7823529412	0.7533248088	0.69714169
24	0.9357462676	0.7683390719	0.7823529412	0.7537084405	0.6933986928
25	0.9363361992	0.7796950366	0.7852941176	0.7679028139	0.7029388422
26	0.941821943	0.7752095254	0.7852941176	0.7554987221	0.7029236695
27	0.9415629525	0.7792105238	0.7941176471	0.7618925841	0.7136169468
28	0.9418700529	0.7791485387	0.7852941176	0.7620204614	0.7072222222
29	0.9435008089	0.7812743744	0.7970588235	0.7645780058	0.7178092904
30	0.9453529582	0.7869408023	0.7970588235	0.7700767273	0.7240371148
31	0.9448681834	0.7860715404	0.8	0.7686700776	0.7255088702
32	0.9445997527	0.7863092052	0.8088235294	0.767007674	0.7319152661
33	0.9438797306	0.7890852264	0.8088235294	0.7710997454	0.7317191877
34	0.9438797443	0.7902315945	0.8147058824	0.7713555002	0.7381092437
35	0.9430024613	0.7889121137	0.8176470588	0.770716114	0.7408333333
36	0.9450279856	0.7941361651	0.8294117647	0.7748081855	0.7506921102
37	0.9450403131	0.7978427164	0.8205882353	0.7806905383	0.7421346872
38	0.9454985507	0.8008899511	0.8235294118	0.7823529427	0.747893324
39	0.9454314227	0.8012070148	0.8294117647	0.783759592	0.7523260971
40	0.9454022254	0.8012662131	0.8264705882	0.7836317148	0.7497584034
41	0.9467401319	0.8031653629	0.8264705882	0.78478261	0.7512721755
42	0.9467311512	0.8046874853	0.8264705882	0.786828646	0.7522887488
43	0.9477378489	0.8037064885	0.8205882353	0.7849104875	0.7469654528
44	0.9474386001	0.8038656099	0.8205882353	0.7840153468	0.7488118581
45	0.947822206	0.8086219671	0.8235294118	0.7897698226	0.7551680672
46	0.9478197596	0.8121048788	0.8323529412	0.7930946305	0.7641911765
47	0.9478166614	0.8123127447	0.8323529412	0.7943734029	0.7657422969
48	0.9478148701	0.8131115842	0.8352941176	0.7955242981	0.7669187675
49	0.9478672196	0.8160395181	0.8352941176	0.7979539654	0.7698494398
50	0.9478618314	0.8134385881	0.8382352941	0.7932225078	0.7722268908
51	0.9478224841	0.817146902	0.8382352941	0.7984654749	0.772281746
52	0.9480516215	0.8190030012	0.8382352941	0.7996163701	0.7731862745
53	0.9480348159	0.8207706412	0.8441176471	0.8026854238	0.7785866013
54	0.9479786859	0.8202005642	0.85	0.8012787745	0.7843685808
