iter	Passed	Remaining
0	5	576
1	11	572
2	15	516
3	21	505
4	26	501
5	31	492
6	36	482
7	42	485
8	47	475
9	51	463
10	56	454
11	61	448
12	64	433
13	68	422
14	73	415
15	77	408
16	81	400
17	86	392
18	91	389
19	94	379
20	99	372
21	103	365
22	106	356
23	110	350
24	114	343
25	118	336
26	122	330
27	125	323
28	129	317
29	133	311
30	137	305
31	141	301
32	145	295
33	149	289
34	153	285
35	157	280
36	162	275
37	165	270
38	169	264
39	174	261
40	177	255
41	180	249
42	184	244
43	191	244
44	196	240
45	200	235
46	205	231
47	209	227
48	213	222
49	218	218
50	222	213
51	226	209
52	231	204
53	235	200
54	240	196
55	243	191
56	249	188
57	253	183
58	257	178
59	261	174
60	265	169
61	269	165
62	272	160
63	275	155
64	278	149
65	282	145
66	286	140
67	289	136
68	293	131
69	297	127
70	300	122
71	304	118
72	307	113
73	310	109
74	315	105
75	318	100
76	322	96
77	326	92
78	329	87
79	334	83
80	338	79
81	343	75
82	347	71
83	351	66
84	354	62
85	358	58
86	362	54
87	366	49
88	370	45
89	373	41
90	377	37
91	381	33
92	384	28
93	389	24
94	394	20
95	397	16
96	401	12
97	405	8
98	410	4
99	413	0
