iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.7273430674	0.5519373329	0.6228571429	0.5894409958	0.450978458
1	0.8489549222	0.6362478352	0.6571428571	0.6443478286	0.516361678
2	0.8908918461	0.7259685544	0.7085714286	0.719627332	0.6181564626
3	0.8890887146	0.7271723079	0.7171428571	0.7253416165	0.6273628118
4	0.8918695892	0.7293717683	0.7142857143	0.7268322996	0.6209943311
5	0.8824732324	0.7317563766	0.7285714286	0.7335403741	0.6372142857
6	0.8844990162	0.7371324723	0.74	0.7378882002	0.6545294785
7	0.8855386323	0.7294596603	0.76	0.7322981377	0.666814059
8	0.8936059655	0.727092968	0.7742857143	0.7245962743	0.6799875283
9	0.8880754795	0.7333547502	0.7542857143	0.736770187	0.6664024943
10	0.8782518222	0.7390188613	0.7714285714	0.7455900622	0.6844954649
11	0.8797171404	0.7276655462	0.7628571429	0.7305590073	0.675814059
12	0.8952128995	0.7385798668	0.7828571429	0.7368944105	0.6956360544
13	0.8870915571	0.7502760606	0.7857142857	0.7542857162	0.7061371882
14	0.8984083044	0.7553974566	0.7828571429	0.7590062131	0.7057040816
15	0.8825389569	0.7468487089	0.8	0.7546583868	0.7131893424
16	0.8804190255	0.7433552805	0.8	0.7531677034	0.7159557823
17	0.8831954939	0.7534943596	0.8	0.7568944105	0.729707483
18	0.8885169826	0.7511613277	0.8057142857	0.7544099389	0.7279433107
19	0.905947952	0.7687042768	0.82	0.7677018647	0.7520204082
20	0.895944441	0.7603645932	0.8114285714	0.7624844738	0.736654195
21	0.901442204	0.7631774247	0.8028571429	0.7604968961	0.7291281179
22	0.9020477253	0.7708159254	0.8085714286	0.769316772	0.7339875283
23	0.8982107041	0.7660791369	0.8142857143	0.7648447219	0.7447256236
24	0.8955510158	0.7701044094	0.8057142857	0.7709316784	0.7400408163
25	0.9103283867	0.7797985779	0.8114285714	0.7771428588	0.7449739229
26	0.9151200365	0.7843433486	0.8142857143	0.7806211192	0.7509217687
27	0.9168832334	0.7808983263	0.8142857143	0.7741614921	0.7498004535
28	0.9241593144	0.7817165759	0.8257142857	0.7744099387	0.7623265306
29	0.9238041184	0.7861033651	0.8342857143	0.7790062123	0.7709251701
30	0.9164406746	0.7867217704	0.8371428571	0.7806211189	0.7782244898
31	0.9200703665	0.7907545803	0.8457142857	0.7844720511	0.7904659864
32	0.9157012411	0.802036781	0.8371428571	0.7993788837	0.7853276644
33	0.9152200817	0.7940000926	0.84	0.7895652182	0.7866099773
34	0.9156280123	0.7995036911	0.8457142857	0.7961490692	0.7934013605
35	0.9285106916	0.8028139171	0.8457142857	0.7952795047	0.7943015873
36	0.9219165217	0.8033719044	0.8428571429	0.7990062128	0.7938469388
37	0.9200711074	0.7957371338	0.8485714286	0.7890683242	0.798414966
38	0.9288422636	0.8036411527	0.8514285714	0.7942857162	0.8031247166
39	0.9280342655	0.8002927836	0.8485714286	0.7919254676	0.7997165533
40	0.9205097849	0.7970664876	0.8485714286	0.7916770199	0.7986281179
41	0.9162773688	0.8003797817	0.8571428571	0.7961490696	0.809468254
42	0.9198463774	0.8044570151	0.86	0.7976397533	0.815255102
43	0.9281872401	0.8128317307	0.8628571429	0.8039751569	0.8203730159
44	0.9204518476	0.8099073203	0.8714285714	0.8028571449	0.8298446712
45	0.9182810355	0.8086355222	0.8714285714	0.8027329213	0.8280045351
46	0.9189463541	0.8091616877	0.8742857143	0.8017391327	0.8344750567
47	0.9243172293	0.8161870254	0.8771428571	0.8075776415	0.8372108844
48	0.9299520561	0.8164107593	0.88	0.8062111818	0.8380385488
49	0.9204340191	0.8154469806	0.8857142857	0.8106832314	0.8433174603
50	0.9390322908	0.8239740369	0.8857142857	0.812919256	0.8456643991
51	0.9383343001	0.818210607	0.88	0.8067080756	0.8392811791
52	0.9424371038	0.824762461	0.8828571429	0.8136645971	0.8421020408
53	0.9380357808	0.8280126092	0.8828571429	0.8162732932	0.8469909297
54	0.9424231878	0.8253144378	0.88	0.8114285733	0.8440136054
55	0.9433411671	0.8280646026	0.8828571429	0.8145341629	0.8470056689
56	0.9517503301	0.833840663	0.8885714286	0.8178881996	0.8547789116
57	0.9459385511	0.8320804296	0.8914285714	0.8178881996	0.8545294785
58	0.9481293714	0.8368962847	0.8942857143	0.8217391313	0.8591247166
59	0.9494424944	0.8335493442	0.8971428571	0.8171428578	0.8621405896
60	0.9550734448	0.8369234703	0.8914285714	0.8197515535	0.859739229
61	0.9551384471	0.8368928536	0.8885714286	0.8187577649	0.8563741497
62	0.9557011732	0.8480110537	0.8942857143	0.8320496908	0.8609773243
63	0.9557113382	0.8473083648	0.9028571429	0.8303105605	0.8687675737
64	0.9557322956	0.8479502035	0.8971428571	0.8309316785	0.8637789116
65	0.9567520688	0.8427014454	0.8942857143	0.8227329203	0.8616802721
66	0.9500553011	0.8511330063	0.8971428571	0.8327950324	0.8654172336
67	0.9531735458	0.8548938852	0.8942857143	0.8375155294	0.8622743764
68	0.956593474	0.8592133133	0.8942857143	0.8386335419	0.8624886621
69	0.9578540206	0.8550735805	0.9	0.8347826103	0.8654217687
70	0.9578100038	0.8550193258	0.8971428571	0.8347826099	0.8626950113
71	0.9568674466	0.8528501337	0.8971428571	0.8330434796	0.8624886621
72	0.9578133876	0.8571830981	0.8971428571	0.8373913055	0.8638185941
73	0.9575823599	0.8582395431	0.9028571429	0.8383850944	0.869085034
74	0.9569131465	0.8600912019	0.9028571429	0.8398757777	0.8698514739
