iter	Passed	Remaining
0	3	2055
1	8	2363
2	11	2250
3	15	2189
4	18	2111
5	21	2050
6	24	2016
7	28	2001
8	32	2028
9	37	2098
10	40	2074
11	44	2062
12	47	2060
13	51	2050
14	54	2038
15	58	2044
16	62	2041
17	65	2027
18	69	2025
19	73	2019
20	76	1999
21	79	1989
22	82	1971
23	86	1968
24	89	1951
25	92	1939
26	95	1936
27	98	1924
28	101	1911
29	104	1899
30	108	1896
31	111	1884
32	114	1866
33	116	1851
34	119	1835
35	121	1819
36	124	1806
37	127	1795
38	130	1784
39	132	1769
40	135	1761
41	139	1758
42	142	1757
43	145	1747
44	147	1734
45	150	1722
46	153	1715
47	156	1707
48	159	1700
49	161	1693
50	164	1684
51	167	1674
52	169	1666
53	172	1660
54	175	1654
55	178	1647
56	181	1641
57	184	1637
58	186	1628
59	190	1625
60	192	1617
61	195	1609
62	197	1602
63	200	1597
64	204	1600
65	208	1600
66	211	1599
67	214	1592
68	217	1585
69	219	1579
70	222	1574
71	225	1568
72	228	1563
73	230	1555
74	233	1548
75	236	1545
76	239	1539
77	241	1532
78	244	1527
79	247	1522
80	249	1515
81	252	1511
82	255	1506
83	257	1500
84	260	1494
85	262	1488
86	265	1481
87	268	1478
88	270	1472
89	273	1467
90	276	1462
91	278	1456
92	281	1451
93	283	1446
94	286	1442
95	289	1436
96	291	1431
97	294	1428
98	297	1424
99	300	1420
100	302	1415
101	305	1411
102	308	1405
103	310	1401
104	313	1396
105	316	1393
106	318	1388
107	321	1383
108	323	1378
109	326	1373
110	328	1368
111	331	1365
112	334	1360
113	336	1355
114	339	1350
115	341	1345
116	344	1340
117	347	1338
118	349	1334
119	352	1329
120	354	1325
121	357	1320
122	359	1316
123	362	1312
124	365	1309
125	368	1306
126	371	1303
127	373	1300
128	376	1295
129	380	1295
130	382	1290
131	385	1286
132	387	1282
133	390	1280
134	393	1276
135	396	1274
136	399	1270
137	401	1265
138	404	1263
139	407	1259
140	410	1258
141	413	1255
142	416	1251
143	418	1247
144	422	1246
145	425	1245
146	429	1244
147	432	1242
148	437	1245
149	442	1248
150	446	1247
151	449	1245
152	453	1244
153	457	1243
154	460	1242
155	464	1240
156	467	1237
157	469	1233
158	476	1239
159	481	1243
160	486	1244
161	489	1241
162	492	1239
163	495	1236
164	498	1233
165	502	1231
166	506	1231
167	509	1228
168	513	1227
169	517	1226
170	523	1230
171	529	1234
172	534	1236
173	538	1235
174	543	1235
175	547	1235
176	551	1234
177	556	1234
178	560	1232
179	563	1229
180	566	1227
181	570	1225
182	573	1221
183	576	1219
184	580	1216
185	583	1213
186	586	1211
187	589	1208
188	593	1204
189	596	1201
190	600	1200
191	603	1197
192	606	1193
193	609	1191
194	612	1188
195	616	1185
196	620	1184
197	624	1182
198	627	1178
199	631	1177
200	634	1174
201	637	1171
202	640	1167
203	644	1166
204	647	1163
205	651	1160
206	654	1157
207	657	1153
208	660	1149
209	664	1147
210	667	1144
211	669	1140
212	672	1136
213	675	1133
214	678	1129
215	681	1125
216	685	1124
217	688	1120
218	690	1116
219	693	1113
220	697	1110
221	700	1107
222	703	1104
223	707	1101
224	710	1098
225	713	1094
226	716	1091
227	719	1087
228	721	1083
229	724	1080
230	727	1077
231	730	1073
232	732	1069
233	735	1065
234	738	1061
235	740	1057
236	743	1053
237	745	1049
238	748	1045
239	750	1041
240	752	1037
241	755	1033
242	758	1029
243	760	1025
244	763	1021
245	765	1017
246	768	1013
247	770	1009
248	773	1006
249	776	1003
250	779	999
251	781	995
252	784	992
253	786	988
254	789	984
255	792	981
256	795	977
257	797	973
258	800	970
259	803	966
260	805	963
261	808	959
262	811	956
263	813	952
264	816	948
265	818	945
266	821	941
267	824	938
268	826	934
269	829	930
270	831	927
271	834	923
272	836	919
273	840	917
274	843	913
275	845	910
276	848	906
277	852	904
278	855	901
279	858	898
280	860	894
