iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.5657821191	0.3720165623	0.3805555556	0.4137681158	0.2209053498
1	0.7068221234	0.4768274417	0.4527777778	0.4997584537	0.2865498236
2	0.6977609067	0.4855294813	0.4666666667	0.5123188408	0.2945888448
3	0.6991677207	0.4893323593	0.4833333333	0.5163043476	0.3068838183
4	0.6947712873	0.4794806346	0.475	0.4995169086	0.3053406085
5	0.7178726617	0.4773342744	0.475	0.4908212556	0.309175485
6	0.6689533225	0.4624047874	0.4888888889	0.4919082123	0.3068529541
7	0.7099493393	0.4826866244	0.4527777778	0.5044685981	0.2953784539
8	0.7169693355	0.4781562191	0.4555555556	0.49637681	0.2951388889
9	0.7435752523	0.4975252277	0.4611111111	0.5173913021	0.3123765432
10	0.7371177523	0.4838785099	0.4527777778	0.5035024132	0.3003156232
11	0.7328407548	0.4820673724	0.4527777778	0.5019323649	0.3053979277
12	0.7672160911	0.5620415125	0.5583333333	0.5799516909	0.4507671958
13	0.7532502378	0.5546891148	0.5555555556	0.5762077296	0.4492537478
14	0.7536521141	0.5599374258	0.5583333333	0.5800724641	0.4632782187
15	0.7299252756	0.5514061542	0.5583333333	0.5840579717	0.4488569224
16	0.7593365547	0.5555288436	0.5527777778	0.5734299523	0.454021164
17	0.7445940589	0.5555922819	0.5527777778	0.5801932374	0.4517063492
18	0.7359684927	0.5549241843	0.5611111111	0.5823671505	0.4544907407
19	0.7700735	0.5714005724	0.5694444444	0.5879227055	0.4646186067
20	0.7616352672	0.5617061841	0.5611111111	0.5830917878	0.4547608025
21	0.7232400951	0.5453657207	0.5583333333	0.5789855077	0.4488547178
22	0.7242682624	0.5433848887	0.5611111111	0.5752415461	0.4499393739
23	0.723717045	0.5442947041	0.5583333333	0.577657005	0.4481404321
24	0.7228435821	0.541948227	0.5555555556	0.5752415461	0.4455169753
25	0.7179998591	0.5397968015	0.5527777778	0.5752415461	0.4424768519
26	0.7181241425	0.5405264948	0.5611111111	0.5762077297	0.4472343474
27	0.7059189366	0.5294148256	0.5388888889	0.5700483092	0.4144135802
28	0.7056898592	0.5287943746	0.5388888889	0.5700483092	0.4132892416
29	0.7054516385	0.5280138215	0.5416666667	0.5700483092	0.4135670194
30	0.7043958072	0.5271570131	0.5416666667	0.5700483092	0.4130577601
31	0.695376686	0.5228978977	0.5416666667	0.5677536231	0.4099272487
32	0.7263563742	0.5300436334	0.5416666667	0.5607487928	0.4074878748
33	0.7298815731	0.5326930703	0.5361111111	0.5641304353	0.4069786155
34	0.7304712453	0.5331737899	0.5361111111	0.5641304353	0.4068639771
35	0.7298963485	0.5327409365	0.5361111111	0.5641304353	0.4065090388
36	0.7299392741	0.5317331004	0.5361111111	0.5629227062	0.4061915785
37	0.7206564686	0.5290375414	0.5388888889	0.5629227062	0.4054508377
38	0.7133811968	0.52732761	0.5361111111	0.5629227062	0.4026951058
39	0.7200217622	0.5284513681	0.5361111111	0.5629227062	0.4035218254
40	0.7131674163	0.5273345767	0.5361111111	0.5629227062	0.402880291
41	0.7042840361	0.5244870743	0.5361111111	0.5629227062	0.4007308201
42	0.7042836231	0.5244870743	0.5361111111	0.5629227062	0.400045194
43	0.7053331891	0.5222456559	0.5333333333	0.5595410636	0.3969433422
44	0.7036571925	0.521305714	0.5333333333	0.5595410636	0.3964803792
45	0.7038177273	0.5217220759	0.5333333333	0.5595410636	0.3971748236
46	0.7036977631	0.5226335447	0.5333333333	0.5618357496	0.3969830247
47	0.7038648246	0.5230499067	0.5333333333	0.5618357496	0.3976774691
48	0.7038475471	0.5230744496	0.5333333333	0.5619565225	0.3978450176
49	0.7020800089	0.5225902763	0.5305555556	0.5619565225	0.3958388448
50	0.7012125962	0.5220545121	0.5333333333	0.5619565225	0.3973798501
51	0.7011808007	0.5218973762	0.5361111111	0.5619565225	0.398460097
52	0.699370375	0.5213224859	0.5361111111	0.5619565225	0.398614418
53	0.6993702425	0.5213224859	0.5361111111	0.5619565225	0.398305776
54	0.6982639602	0.5213690815	0.5388888889	0.5619565225	0.4009126984
55	0.7031466347	0.5121937216	0.5222222222	0.5496376818	0.3909215168
56	0.7006451113	0.5114626668	0.5222222222	0.5496376818	0.3897993827
57	0.6857530425	0.5093338209	0.5222222222	0.5533816432	0.384691358
58	0.6836592073	0.5085474468	0.5222222222	0.5533816432	0.3842283951
59	0.6818166077	0.5072265628	0.525	0.5520531409	0.3861728395
60	0.6818160376	0.5072265628	0.525	0.5520531409	0.3861111111
61	0.6818110258	0.5072265628	0.525	0.5520531409	0.3861111111
62	0.6836226945	0.5077597312	0.5277777778	0.5520531409	0.3873148148
63	0.6820923984	0.5070841734	0.525	0.5520531409	0.3849537037
64	0.6820923935	0.5070841734	0.525	0.5520531409	0.3847685185
65	0.6820925677	0.5070841734	0.525	0.5520531409	0.3847685185
66	0.682044761	0.5064954303	0.525	0.5512077301	0.3845701058
67	0.6841582862	0.5071044312	0.525	0.5512077301	0.3847685185
68	0.6809908189	0.5059932971	0.525	0.5512077301	0.3843055556
69	0.6807506714	0.5054734604	0.525	0.5512077301	0.3838580247
70	0.6783352124	0.5048709941	0.525	0.5512077301	0.3824691358
71	0.6776755093	0.5062133675	0.525	0.5532608707	0.3815321869
72	0.675469742	0.5051338393	0.525	0.5532608707	0.38045194
73	0.6754809268	0.5065605896	0.525	0.5555555566	0.3807297178
74	0.6753578091	0.506220714	0.525	0.5555555566	0.3802667549
75	0.6740581331	0.5055600164	0.5277777778	0.5555555566	0.3816093474
76	0.6740581877	0.5055600164	0.5277777778	0.5555555566	0.3811772487
77	0.6740748324	0.5055600164	0.5305555556	0.5555555566	0.3834093915
78	0.6740747031	0.5055600164	0.5277777778	0.5555555566	0.3819896384
79	0.6740746563	0.5055600164	0.5277777778	0.5555555566	0.3819896384
80	0.6738777439	0.5051494903	0.5277777778	0.5555555566	0.3807660935
81	0.6732614565	0.5038231756	0.5305555556	0.5541062814	0.3805191799
82	0.6732659124	0.5038231756	0.5305555556	0.5541062814	0.3807175926
83	0.6732549823	0.503569998	0.5277777778	0.5541062814	0.3790509259
84	0.6714544193	0.5046140173	0.5277777778	0.5564009673	0.3793287037
85	0.6714487337	0.503187267	0.5305555556	0.5541062814	0.380162037
86	0.6714568842	0.5035933531	0.5305555556	0.5554347837	0.3795756173
87	0.6713938593	0.4985277862	0.5277777778	0.5479468612	0.3775606261
88	0.6713938645	0.4985277862	0.5277777778	0.5479468612	0.3776840829
89	0.671394848	0.4985277862	0.5277777778	0.5479468612	0.3776840829
90	0.6713888365	0.4972777102	0.5277777778	0.5461352669	0.3774988977
91	0.6713857632	0.4972777102	0.5277777778	0.5461352669	0.3772431658
92	0.6715262391	0.4976281723	0.5305555556	0.5461352669	0.3788106261
93	0.6715171353	0.4974523231	0.5305555556	0.5461352669	0.3787797619
94	0.6715215008	0.4974691348	0.5305555556	0.5461352669	0.3786254409
95	0.6715170536	0.4974523231	0.5305555556	0.5461352669	0.3786254409
96	0.671526689	0.4974523231	0.5333333333	0.5461352669	0.379890873
97	0.6715203163	0.4975048713	0.5333333333	0.5464975858	0.3797211199
98	0.6715203878	0.4975048713	0.5333333333	0.5464975858	0.3797211199
99	0.6715203878	0.4975048713	0.5333333333	0.5464975858	0.3794742063
100	0.6722258935	0.4976817952	0.5333333333	0.5464975858	0.3796593915
101	0.6722258935	0.4976817952	0.5333333333	0.5464975858	0.3796593915
102	0.6714774971	0.4974536665	0.5305555556	0.5464975858	0.3779927249
103	0.6668157595	0.4962888185	0.5305555556	0.5464975858	0.3770667989
104	0.6689052961	0.4966499514	0.5305555556	0.5464975858	0.3781856261
105	0.6689007718	0.4966499514	0.5277777778	0.5464975858	0.377074515
106	0.6688266885	0.4959447393	0.5277777778	0.5454106294	0.3769819224
107	0.6680767519	0.4957166106	0.5305555556	0.5454106294	0.378015873
108	0.6688204948	0.4959447393	0.5277777778	0.5454106294	0.3769047619
109	0.6686229524	0.4956061369	0.5277777778	0.5454106294	0.3763723545
110	0.6643969137	0.494550504	0.5277777778	0.5454106294	0.3749834656
111	0.6643969137	0.494550504	0.5277777778	0.5454106294	0.3749834656
112	0.6639367057	0.4941455898	0.5277777778	0.5454106294	0.3744543651
113	0.6631886742	0.493917461	0.5305555556	0.5454106294	0.3761210317
114	0.6576144965	0.492069917	0.5333333333	0.5454106294	0.3767691799
115	0.657607766	0.492069917	0.5333333333	0.5454106294	0.3767074515
116	0.6576075697	0.492069917	0.5305555556	0.5454106294	0.3753185626
117	0.6576075697	0.492069917	0.5305555556	0.5454106294	0.3753185626
118	0.6576082047	0.492069917	0.5305555556	0.5454106294	0.3753185626
119	0.6576063928	0.492069917	0.5305555556	0.5454106294	0.3754728836
120	0.6576063928	0.492069917	0.5305555556	0.5454106294	0.3754728836
121	0.6576063928	0.492069917	0.5305555556	0.5454106294	0.3754728836
122	0.6576063928	0.492069917	0.5305555556	0.5454106294	0.3754728836
123	0.6574730358	0.4951204409	0.5305555556	0.5500000014	0.3757506614
124	0.6574520024	0.4918437329	0.5305555556	0.5454106294	0.375380291
125	0.6574520337	0.4918437329	0.5305555556	0.5454106294	0.375380291
126	0.6569929281	0.4916058039	0.5305555556	0.5454106294	0.3751488095
127	0.6569928704	0.4916058039	0.5305555556	0.5454106294	0.3751488095
128	0.6569928704	0.4916058039	0.5305555556	0.5454106294	0.3751488095
129	0.6569929281	0.4916058039	0.5305555556	0.5454106294	0.3751488095
130	0.6578243361	0.4919459192	0.5305555556	0.5454106294	0.3751488095
131	0.6570186124	0.4917240049	0.5305555556	0.5454106294	0.3751488095
132	0.6570186124	0.4917240049	0.5305555556	0.5454106294	0.3751488095
133	0.6570186124	0.4917240049	0.5305555556	0.5454106294	0.3753968254
134	0.6570186124	0.4917240049	0.5305555556	0.5454106294	0.3753968254
135	0.6515838618	0.4903854423	0.5305555556	0.5454106294	0.3740079365
136	0.6515838618	0.4903854423	0.5277777778	0.5454106294	0.3726190476
137	0.6515838684	0.4903854423	0.5277777778	0.5454106294	0.3727425044
138	0.6515838684	0.490162628	0.5277777778	0.5454106294	0.3721869489
139	0.6515838684	0.490162628	0.5277777778	0.5454106294	0.3721869489
140	0.6515838684	0.490162628	0.5277777778	0.5454106294	0.3721869489
141	0.6515838684	0.490162628	0.5277777778	0.5454106294	0.3721869489
142	0.6515711082	0.4935107558	0.525	0.5500000014	0.3720017637
143	0.6507925744	0.4927892282	0.525	0.5500000014	0.3713073192
144	0.6507891735	0.4927892282	0.525	0.5500000014	0.3711089065
145	0.6516948142	0.4929626948	0.525	0.5500000014	0.3711089065
146	0.6520818266	0.4932536247	0.525	0.5500000014	0.3711089065
147	0.6516949744	0.4929626948	0.5222222222	0.5500000014	0.3693573633
148	0.6516949744	0.4929626948	0.5222222222	0.5500000014	0.3693573633
149	0.6515750067	0.4924920309	0.5222222222	0.5500000014	0.3686629189
150	0.6463709053	0.4895953485	0.5222222222	0.5481884073	0.3669499559
151	0.646370907	0.4895953485	0.525	0.5481884073	0.3688944004
152	0.6463708715	0.4895953485	0.5222222222	0.5481884073	0.3672277337
153	0.6467678044	0.4887076221	0.5194444444	0.5463768131	0.3656536596
154	0.6434465159	0.4877219622	0.5194444444	0.5463768131	0.3656536596
155	0.6433274516	0.4876252527	0.5194444444	0.5463768131	0.3656536596
156	0.643300874	0.487553833	0.5194444444	0.5463768131	0.3656536596
157	0.6433007222	0.487553833	0.5194444444	0.5463768131	0.3656536596
158	0.6433272998	0.4876252527	0.5194444444	0.5463768131	0.3656536596
159	0.6433269667	0.4876252527	0.5194444444	0.5463768131	0.3656536596
160	0.6433269087	0.4876252527	0.5194444444	0.5463768131	0.3654993386
161	0.6433003311	0.487553833	0.5194444444	0.5463768131	0.3654993386
162	0.6433074683	0.4841710212	0.5194444444	0.5415458952	0.3652215608
163	0.6433074399	0.4841710212	0.5194444444	0.5415458952	0.3652215608
164	0.6433074399	0.4841710212	0.5194444444	0.5415458952	0.3652215608
165	0.64329028	0.4836849601	0.5194444444	0.5407004845	0.3652215608
166	0.6434018636	0.4837816696	0.5194444444	0.5407004845	0.3654684744
167	0.6432977606	0.4836849601	0.5194444444	0.5407004845	0.3654684744
168	0.6434093443	0.4837816696	0.5194444444	0.5407004845	0.3654684744
169	0.6427409885	0.4831886277	0.5194444444	0.5407004845	0.3654684744
170	0.6426295956	0.4830919182	0.5194444444	0.5407004845	0.3654684744
171	0.6425891952	0.4830919182	0.5194444444	0.5407004845	0.3654188713
172	0.6425895132	0.4830919182	0.5194444444	0.5407004845	0.3657495591
173	0.6427007788	0.4831886277	0.5194444444	0.5407004845	0.3654188713
174	0.6425872041	0.4830919182	0.5194444444	0.5407004845	0.3652700617
175	0.6425872165	0.4830919182	0.5194444444	0.5407004845	0.3652700617
176	0.6425872165	0.4830919182	0.5194444444	0.5407004845	0.3652700617
177	0.6425870651	0.4830919182	0.5194444444	0.5407004845	0.3652700617
178	0.6425870651	0.4830919182	0.5194444444	0.5407004845	0.3652700617
179	0.6425873501	0.4830919182	0.5194444444	0.5407004845	0.3653626543
180	0.6425873501	0.4830919182	0.5194444444	0.5407004845	0.3653626543
181	0.6425873501	0.4830919182	0.5194444444	0.5407004845	0.3653626543
182	0.6425857234	0.4830753412	0.5194444444	0.5407004845	0.3653626543
183	0.6426973071	0.4831720507	0.5194444444	0.5407004845	0.3653626543
184	0.6425857234	0.4830753412	0.5194444444	0.5407004845	0.3653626543
