iter	Passed	Remaining
0	4	454
1	9	446
2	17	558
3	22	545
4	146	2774
5	151	2377
6	156	2081
7	161	1861
8	167	1694
9	172	1548
10	176	1431
11	181	1332
12	186	1248
13	191	1178
14	196	1115
15	200	1054
16	205	1001
17	209	954
18	214	914
19	219	878
20	224	846
21	230	815
22	235	787
23	240	762
24	245	735
25	249	708
26	253	685
27	257	662
28	261	640
29	266	620
30	270	602
31	274	584
32	278	566
33	283	549
34	288	534
35	293	522
36	298	508
37	303	495
38	307	481
39	311	467
40	315	453
41	320	443
42	325	432
43	330	420
44	333	407
45	338	397
46	342	386
47	346	375
48	350	365
49	354	354
50	357	343
51	361	333
52	365	324
53	368	314
54	372	305
55	376	295
56	380	286
57	384	278
58	388	269
59	392	261
60	396	253
61	400	245
62	404	237
63	407	229
64	411	221
65	416	214
66	419	206
67	423	199
68	427	192
69	431	184
70	435	177
71	439	170
72	442	163
73	448	157
74	452	150
75	456	144
76	459	137
77	463	130
78	467	124
79	471	117
80	475	111
81	480	105
82	484	99
83	489	93
84	494	87
85	499	81
86	502	75
87	509	69
88	513	63
89	517	57
90	522	51
91	526	45
92	529	39
93	533	34
94	537	28
95	541	22
96	545	16
97	549	11
98	553	5
99	557	0
