iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.8290455611	0.5736264528	0.5294117647	0.572634271	0.3743872549
1	0.8563946369	0.6479083541	0.6235294118	0.6395140673	0.495664099
2	0.8686537978	0.6771547264	0.6235294118	0.671611255	0.5111064426
3	0.8764712211	0.6927460142	0.6411764706	0.6831202059	0.5351202148
4	0.8861587842	0.6989174222	0.6647058824	0.6835038386	0.5567542017
5	0.9119812251	0.7191620475	0.6823529412	0.6929667536	0.5830438842
6	0.9219547253	0.737711696	0.6852941176	0.7187979562	0.5895448179
7	0.9225696574	0.7381142753	0.7147058824	0.7127877267	0.6208333333
8	0.9167529414	0.737408595	0.7117647059	0.7166240432	0.6195133053
9	0.9151749707	0.7394848738	0.7147058824	0.7185422025	0.6270436508
10	0.9225341815	0.7422014814	0.7235294118	0.7177749391	0.6339028945
11	0.9246046148	0.7473698845	0.7147058824	0.7231457829	0.6319269374
12	0.9246689846	0.7528230852	0.7147058824	0.72928389	0.6329761905
13	0.9255106217	0.7652250586	0.7352941176	0.7446291581	0.6579330065
14	0.9393725732	0.772796303	0.7264705882	0.7489769843	0.6531629318
15	0.939046852	0.7693407418	0.7529411765	0.7452685441	0.6759675537
16	0.9398861425	0.7721191075	0.7529411765	0.7478260885	0.6727252568
17	0.9400656041	0.7749777876	0.7411764706	0.7496163703	0.6630018674
18	0.94455459	0.7834264626	0.7411764706	0.7608695674	0.6642320261
19	0.9445866195	0.7858897824	0.75	0.7645780072	0.6752661064
20	0.9445761069	0.7894706687	0.7558823529	0.7707161149	0.6777964519
21	0.9420710008	0.7847253299	0.7558823529	0.7659846575	0.6791316527
22	0.9481359613	0.7850559467	0.7647058824	0.7627877266	0.6868744164
23	0.9487843711	0.7891717347	0.7735294118	0.7682864471	0.6977427638
24	0.9481693286	0.7909362274	0.7764705882	0.771227624	0.6994362745
25	0.9479007204	0.7912885568	0.7705882353	0.77186701	0.693190943
26	0.9478256382	0.7906488845	0.7676470588	0.7712276236	0.6946626984
27	0.9478872352	0.7965510634	0.7735294118	0.7778772401	0.700113212
28	0.9479451382	0.7964878438	0.7617647059	0.7781329945	0.6925420168
29	0.9485747709	0.7960388736	0.7676470588	0.7753196953	0.7011683007
30	0.9485981668	0.7997661634	0.7676470588	0.780818417	0.7003863212
31	0.9484722661	0.7976948671	0.7705882353	0.7767263454	0.7058018207
32	0.9486223205	0.7988485766	0.7764705882	0.7746803096	0.7138713819
33	0.9486068775	0.7988421633	0.7794117647	0.7773657316	0.7114262372
34	0.9495326803	0.7971326545	0.7911764706	0.7723785192	0.7236566293
35	0.9492138019	0.7940310776	0.7970588235	0.7699488516	0.727272409
36	0.9530731159	0.8004075223	0.7941176471	0.7774936088	0.7277812792
37	0.952227009	0.7981822593	0.7941176471	0.7746803092	0.7262780112
38	0.9521998066	0.8030425381	0.8	0.7820971893	0.7311041083
39	0.953587269	0.8076592591	0.7911764706	0.7849104886	0.7276680672
40	0.9542019297	0.8059899506	0.8	0.7799232766	0.7345506536
41	0.9542815103	0.8060713258	0.8	0.7820971895	0.7347677404
42	0.954216187	0.8041798281	0.7911764706	0.7794117674	0.7280427171
43	0.956797276	0.807743879	0.7970588235	0.7829923297	0.7354715219
44	0.9623713012	0.8156044361	0.8088235294	0.7888746832	0.7488305322
45	0.962372916	0.8176229397	0.8088235294	0.7918158597	0.7511998133
46	0.9623259583	0.8179818142	0.8058823529	0.7928388774	0.7509021942
47	0.9623788295	0.8182826399	0.8088235294	0.7928388774	0.7546160131
48	0.962745633	0.8206231367	0.8205882353	0.7943734042	0.7701143791
49	0.9585788878	0.8162564254	0.8176470588	0.7902813328	0.7659780579
50	0.9623548751	0.8165333406	0.8176470588	0.7890025607	0.7652462652
51	0.9626836628	0.8174222842	0.8117647059	0.7901534557	0.7605812325
52	0.9626682865	0.8192138655	0.8088235294	0.7927110005	0.7571335201
53	0.9626722404	0.8169333883	0.8029411765	0.7893861923	0.7533940243
54	0.9627823964	0.8160548252	0.8088235294	0.7864450159	0.7584512138
55	0.9627843845	0.814468149	0.8147058824	0.7841432255	0.7621953782
