iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.770223801	0.5266671759	0.5555555556	0.5334541052	0.3928328924
1	0.855787519	0.6726923394	0.6333333333	0.6766908225	0.5169819224
2	0.8871813371	0.7139293703	0.6638888889	0.7158212565	0.5705864198
3	0.9026983101	0.7080124857	0.6666666667	0.7016908219	0.5733024691
4	0.9175298187	0.7170835438	0.6833333333	0.6999999998	0.6006657848
5	0.9223812714	0.7358866952	0.7194444444	0.7241545893	0.6316457231
6	0.9343979116	0.7567272717	0.7111111111	0.7452898566	0.6323181217
7	0.9317771157	0.7628182161	0.7277777778	0.7521739145	0.6511794533
8	0.9288997436	0.7559082008	0.7333333333	0.7409420299	0.651359127
9	0.9195997626	0.7536236567	0.7444444444	0.7440821263	0.6594367284
10	0.9196679718	0.7489862791	0.7611111111	0.736594204	0.6726322751
11	0.9275340067	0.762350808	0.7777777778	0.7504830931	0.6959909612
12	0.9307528598	0.7531064001	0.7777777778	0.739613528	0.692417328
13	0.9316695104	0.757078744	0.7666666667	0.7457729483	0.6826245591
14	0.9301349213	0.7587643935	0.7666666667	0.7489130448	0.6822806437
15	0.9311985804	0.7628493237	0.7694444444	0.7541062814	0.6838238536
16	0.9300573035	0.7584485681	0.7833333333	0.747705315	0.6965729718
17	0.9308732437	0.759971523	0.7888888889	0.7502415469	0.7006712963
18	0.9309633784	0.7614401786	0.7861111111	0.7502415471	0.7007197972
19	0.9251782019	0.7560761473	0.7888888889	0.7466183587	0.700417769
20	0.9253438938	0.7637326305	0.7888888889	0.7553140109	0.7054883157
21	0.9257482751	0.7698424042	0.8027777778	0.7650966198	0.719909612
22	0.9252764975	0.7682487097	0.8027777778	0.7625603876	0.7194003527
23	0.9242653624	0.7670190584	0.7972222222	0.7607487935	0.7171660053
24	0.931095293	0.7643754302	0.8027777778	0.7541062814	0.7212654321
25	0.9310971135	0.765633416	0.7972222222	0.7554347839	0.716122134
26	0.9304988136	0.7628193177	0.8	0.7515700497	0.7188018078
27	0.9297056995	0.764971593	0.8027777778	0.7545893731	0.7222839506
28	0.9297269741	0.7665310192	0.8	0.7561594216	0.7198853616
29	0.9319960628	0.7696709544	0.8	0.7606280205	0.7192956349
30	0.9373330286	0.7691556743	0.8027777778	0.7572463781	0.7249239418
31	0.9376072208	0.7716251903	0.8055555556	0.7613526583	0.7276499118
32	0.9371846516	0.7748353427	0.8083333333	0.7653381655	0.7325022046
33	0.9373847422	0.7752012468	0.8083333333	0.7644927551	0.7314550265
34	0.9373130998	0.7778160799	0.7972222222	0.7687198079	0.720914903
35	0.9373147851	0.7779719031	0.8083333333	0.7687198079	0.7315740741
36	0.9378835051	0.7809573184	0.8111111111	0.7722222235	0.7367956349
37	0.9376473202	0.7846291676	0.8083333333	0.7782608709	0.7346549824
38	0.932429656	0.7828532732	0.8111111111	0.7777777792	0.7358465608
39	0.9329279488	0.7859841851	0.8111111111	0.7800724651	0.7391214727
40	0.9383797728	0.7886850623	0.8111111111	0.7814009676	0.7429508377
41	0.9383110668	0.7903249093	0.8083333333	0.7829710158	0.7420910494
42	0.9387373833	0.7885501667	0.8111111111	0.7811594214	0.7452248677
43	0.9412007568	0.7901524828	0.8166666667	0.7820048321	0.7525595238
44	0.9412053555	0.7881369913	0.825	0.779830919	0.7595723104
45	0.9412014969	0.7898284703	0.8277777778	0.7823671506	0.7644455467
46	0.9390037379	0.7944782862	0.8305555556	0.7876811605	0.7650562169
47	0.9427632	0.7972520798	0.8277777778	0.7882850247	0.7667096561
48	0.9461150417	0.7998622636	0.8305555556	0.7894927542	0.7694102734
49	0.9461251053	0.7997702832	0.8277777778	0.7888888896	0.7665222663
50	0.9461538214	0.800875394	0.8361111111	0.7893719813	0.7762411817
51	0.9415219414	0.8004125987	0.8361111111	0.7894927539	0.7762643298
52	0.9477511268	0.8050203225	0.8388888889	0.7925120774	0.7829618607
53	0.9514277438	0.8062159529	0.8388888889	0.7903381647	0.782808642
54	0.9523505793	0.8089365305	0.8361111111	0.7929951694	0.7817945326
55	0.9523462528	0.8093162593	0.8305555556	0.7917874399	0.7767239859
56	0.9538622383	0.8098987653	0.8333333333	0.7911835754	0.7799063051
57	0.9530124755	0.8125870034	0.8361111111	0.7935990346	0.7840652557
58	0.9530125569	0.8126621247	0.8361111111	0.7935990346	0.7857407407
59	0.9579115533	0.8132977748	0.8388888889	0.7928743965	0.7859876543
60	0.9580414778	0.8111301648	0.8388888889	0.7897343	0.7868716931
61	0.9580282944	0.8121093124	0.8388888889	0.7915458941	0.7855842152
62	0.9580541866	0.8133681717	0.8416666667	0.7921497587	0.7885372575
63	0.9582934029	0.816494019	0.8388888889	0.7955314012	0.787372134
64	0.958293129	0.8171821194	0.8416666667	0.7963768116	0.7922078924
65	0.9582938129	0.8156554884	0.8416666667	0.7942028989	0.792002866
66	0.9582936394	0.816085828	0.8388888889	0.7950483095	0.7892195767
67	0.9582942379	0.8177039157	0.8472222222	0.7968599036	0.7970282187
68	0.9582891676	0.8156809983	0.8388888889	0.7948067637	0.7882914462
69	0.9582927083	0.8127798323	0.8388888889	0.7899758461	0.7887158289
70	0.9583666867	0.8159408821	0.8444444444	0.7935990342	0.7961937831
