iter	Passed	Remaining
0	7	788
1	19	934
2	24	790
3	29	698
4	35	674
5	40	640
6	47	635
7	53	613
8	58	595
9	64	580
10	70	568
11	75	556
12	80	540
13	86	529
14	91	517
15	96	506
16	102	498
17	107	487
18	111	477
19	116	467
20	121	457
21	125	445
22	130	435
23	136	432
24	140	420
25	144	411
26	148	401
27	152	393
28	156	384
29	161	376
30	165	368
31	169	360
32	173	352
33	177	344
34	181	337
35	185	329
36	188	321
37	192	314
38	196	307
39	200	300
40	204	294
41	208	287
42	212	281
43	216	275
44	221	270
45	226	265
46	230	259
47	234	254
48	238	248
49	242	242
50	246	236
51	249	230
52	253	224
53	256	218
54	268	219
55	272	214
56	276	208
57	280	203
58	284	197
59	288	192
60	291	186
61	295	180
62	298	175
63	302	170
64	306	164
65	310	160
66	314	154
67	317	149
68	321	144
69	326	140
70	330	134
71	333	129
72	337	124
73	341	120
74	345	115
75	350	110
76	354	105
77	359	101
78	363	96
79	366	91
80	370	86
81	375	82
82	378	77
83	382	72
84	385	68
85	390	63
86	393	58
87	397	54
88	400	49
89	404	44
90	408	40
91	413	35
92	417	31
93	421	26
94	424	22
95	428	17
96	431	13
97	434	8
98	438	4
99	443	0
