iter	Passed	Remaining
0	505	319673
1	975	307852
2	1503	315792
3	1993	313446
4	2467	309924
5	2944	307693
6	3417	305610
7	3976	310697
8	4462	309381
9	5030	313400
10	5528	312615
11	6024	311745
12	6495	309785
13	7000	309526
14	7518	309770
15	8242	317855
16	8718	315912
17	9216	314892
18	9702	313536
19	10197	312557
20	10691	311593
21	11203	311146
22	11704	310411
23	12234	310446
24	12705	309007
25	13182	307767
26	13698	307448
27	14173	306256
28	14639	304912
29	15112	303769
30	15708	305050
31	16370	307464
32	16870	306736
33	17347	305614
34	17815	304387
35	18285	303233
36	18756	302139
37	19222	300986
38	19699	300040
39	20166	298970
40	20642	298059
41	21120	297198
42	21596	296322
43	22071	295454
44	22619	295566
45	23147	295382
46	23617	294466
47	24236	295383
48	24842	296086
49	25345	295528
50	25893	295490
51	26381	294764
52	26882	294186
53	27376	293532
54	27844	292616
55	28317	291771
56	28793	290969
57	29266	290143
58	29749	289426
59	30214	288547
60	30684	287734
61	31157	286952
62	31630	286177
63	32094	285340
64	32565	284570
65	33031	283770
66	33503	283031
67	33976	282305
68	34494	281958
69	34959	281175
70	35436	280498
71	35915	279840
72	36392	279174
73	36879	278589
74	37400	278261
75	37898	277752
76	38395	277244
77	38900	276795
78	39396	276272
79	39886	275713
80	40368	275106
81	40849	274490
82	41361	274080
83	41981	274382
84	42484	273901
85	43054	273845
86	43629	273813
87	44169	273546
88	44651	272925
89	45124	272251
90	45778	272660
91	46411	272922
92	46895	272295
93	47415	271881
94	48162	272751
95	48887	273461
96	49444	273220
97	49951	272693
98	50605	272965
99	51208	272943
100	51804	272872
101	52381	272690
102	52932	272372
103	53460	271931
104	53947	271277
105	54501	270965
106	55256	271634
107	55943	271946
108	56622	272203
109	57356	272706
110	58150	273463
111	58897	273978
112	59666	274570
113	60233	274222
114	60711	273467
115	61192	272730
116	61755	272355
117	62279	271814
118	62917	271760
119	63730	272448
120	64341	272253
121	64958	272080
122	65461	271426
123	66005	270941
124	66624	270763
125	67140	270161
126	67647	269524
127	68185	269013
128	68729	268523
129	69509	268946
130	70127	268731
131	70728	268448
132	71345	268217
133	72053	268317
134	72738	268324
135	73350	268051
136	73883	267491
137	74399	266866
138	74877	266109
139	75434	265636
140	76132	265653
141	76653	265049
142	77122	264266
143	77597	263508
144	78096	262835
145	78574	262094
146	79072	261422
147	79579	260782
148	80057	260051
149	80532	259314
150	81007	258579
151	81511	257941
152	82025	257336
153	82515	256656
154	83017	256014
155	83515	255365
156	84023	254745
157	84540	254155
158	85023	253466
159	85515	252806
160	86006	252144
161	86537	251598
162	87033	250955
163	87523	250294
164	88031	249690
165	88528	249052
166	89013	248385
167	89529	247805
168	90055	247253
169	90662	246921
170	91188	246370
171	91664	245682
172	92202	245163
173	92740	244642
174	93237	244015
175	93803	243569
176	94471	243384
177	95020	242890
178	95507	242236
179	96093	241834
180	96829	241807
181	97443	241467
182	98147	241346
183	98718	240893
184	99257	240364
185	99740	239698
186	100227	239045
187	100723	238414
188	101218	237782
189	101852	237476
190	102335	236817
191	102807	236136
192	103300	235504
193	103788	234861
194	104272	234212
195	104763	233579
196	105257	232955
197	105817	232477
198	106388	232023
199	106988	231629
200	107825	231744
201	108462	231421
202	109016	230920
203	109506	230286
204	110114	229898
205	110669	229398
206	111184	228815
207	111626	228082
208	112064	227346
209	112524	226657
210	112978	225956
211	113462	225319
212	114002	224792
213	114533	224249
214	115116	223808
215	115626	223222
216	116090	222550
217	116561	221895
218	117051	221275
219	117529	220635
220	118033	220045
221	118571	219517
222	119098	218970
223	119722	218600
224	120233	218022
225	120732	217424
226	121198	216768
227	121659	216106
228	122250	215674
229	123051	215607
230	123729	215321
231	124391	215003
232	125073	214717
233	125698	214332
234	126284	213877
235	126873	213426
236	127459	212969
237	128040	212504
238	128558	211932
239	129057	211331
240	129548	210717
241	130047	210118
242	130514	209467
243	131017	208875
244	131522	208288
245	132048	207734
246	132546	207137
247	133048	206547
248	133520	205911
249	134016	205314
250	134506	204707
251	134977	204072
252	135477	203484
253	136050	203004
254	136651	202566
255	137226	202087
256	137807	201617
257	138296	201012
258	138786	200409
259	139353	199918
260	140027	199579
261	140692	199224
262	141228	198686
263	141769	198155
264	142280	197582
265	142759	196965
266	143228	196335
267	143709	195724
268	144200	195126
269	144686	194522
270	145176	193925
271	145654	193313
272	146164	192744
273	146682	192186
274	147146	191558
275	147615	190936
276	148098	190336
277	148583	189738
278	149054	189122
279	149524	188508
280	150003	187904
281	150979	187920
282	151453	187309
283	151922	186693
284	152395	186083
285	152857	185459
286	153350	184875
287	153828	184274
288	154323	183693
289	154803	183095
290	155312	182531
291	155781	181923
292	156297	181369
293	156810	180812
294	157309	180239
295	157852	179717
296	158335	179127
297	158816	178535
298	159301	177948
299	159806	177385
300	160340	176854
301	160867	176315
302	161360	175739
303	161860	175171
304	162360	174604
305	162820	173994
306	163303	173410
307	163809	172850
308	164327	172305
309	164822	171734
310	165424	171275
311	166035	170825
312	166639	170365
313	167185	169847
314	167687	169284
315	168180	168712
316	168692	168160
317	169196	167599
318	169696	167036
319	170235	166511
320	170730	165943
321	171199	165350
322	171682	164772
323	172166	164195
324	172636	163606
325	173113	163023
326	173601	162452
327	174100	161892
328	174568	161303
329	175057	160734
330	175540	160161
331	176009	159574
332	176511	159019
333	177000	158452
334	177499	157894
335	177995	157335
336	178463	156751
337	178949	156184
338	179454	155633
339	179957	155080
340	180443	154514
341	180955	153971
342	181435	153400
343	181947	152857
344	182431	152290
345	182926	151733
346	183401	151160
347	183906	150612
348	184432	150082
349	184981	149570
350	185470	149010
351	185950	148443
352	186433	147879
353	186913	147313
354	187405	146757
355	187948	146240
356	188459	145699
357	189000	145182
358	189495	144628
359	190060	144129
360	190630	143633
361	191163	143108
362	191692	142581
363	192150	142001
364	192633	141440
365	193181	140927
366	193676	140376
367	194170	139824
368	194637	139252
369	195109	138686
370	195623	138148
371	196221	137671
372	196803	137182
373	197302	136634
374	197810	136093
375	198293	135535
376	198764	134969
377	199222	134396
378	199685	133826
379	200152	133259
380	200716	132757
381	201298	132266
382	202017	131865
383	202693	131433
384	203303	130958
385	203907	130479
386	204458	129966
387	205173	129555
388	206010	129220
389	206670	128771
390	207307	128308
