iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.7451347227	0.5704807394	0.6114285714	0.6049689443	0.4414512472
1	0.8019670186	0.6499812904	0.6885714286	0.671925469	0.5500861678
2	0.8370628629	0.6844646441	0.7314285714	0.6977639769	0.6007517007
3	0.827742636	0.6643345397	0.7028571429	0.671925467	0.5715861678
4	0.8368241223	0.6952384168	0.7542857143	0.7132919271	0.6337675737
5	0.8516830212	0.7102597554	0.74	0.719751555	0.6284342404
6	0.8524647149	0.7080118026	0.7628571429	0.7162732935	0.6540748299
7	0.8458262552	0.703534321	0.7571428571	0.7127950329	0.640760771
8	0.858788799	0.700033519	0.7571428571	0.7021118036	0.6447029478
9	0.8429966977	0.7016070147	0.7542857143	0.709192548	0.6429251701
10	0.8450630996	0.700526514	0.7657142857	0.7059627342	0.6474739229
11	0.8592375488	0.7048176213	0.7571428571	0.7093167715	0.6412573696
12	0.8562513969	0.70236984	0.7657142857	0.7070807464	0.6496507937
13	0.8601382586	0.709871947	0.7628571429	0.7155279513	0.6507777778
14	0.8588457591	0.7045744601	0.7657142857	0.7084472056	0.6552505669
15	0.8665336653	0.7218614756	0.7628571429	0.72583851	0.6592630385
16	0.8594092279	0.7104941275	0.7714285714	0.7177639766	0.6577210884
17	0.8357339254	0.6980085082	0.7714285714	0.7080745357	0.6579478458
18	0.8453242277	0.7060410197	0.7742857143	0.7131677032	0.6618424036
19	0.8698897552	0.7127221301	0.78	0.7127950319	0.6678752834
20	0.8539248587	0.7084030879	0.7714285714	0.7134161498	0.6603854875
21	0.8388101427	0.700475831	0.7714285714	0.7089441	0.6574342404
22	0.8527519878	0.7025184999	0.7742857143	0.7048447214	0.6597063492
23	0.8531652202	0.7095002504	0.7771428571	0.7118012431	0.6651689342
24	0.8603372868	0.7091045695	0.7714285714	0.7108074541	0.6582709751
25	0.8546390537	0.7093147049	0.7742857143	0.7121739136	0.6670124717
26	0.8539638778	0.7073304416	0.78	0.7093167708	0.6749410431
27	0.8566862158	0.7115061587	0.7742857143	0.7131677028	0.6671938776
28	0.8495345504	0.7055670482	0.7685714286	0.7100621125	0.6598514739
29	0.845139324	0.7053834484	0.7742857143	0.711180125	0.6655362812
30	0.8448317047	0.7053284863	0.7742857143	0.7106832307	0.6646190476
31	0.844736926	0.7079378958	0.7657142857	0.7162732924	0.6552188209
32	0.8530267312	0.7102145438	0.7685714286	0.7168944106	0.6571984127
33	0.8441292231	0.7036017517	0.7742857143	0.7104347833	0.6615181406
34	0.8388938831	0.7006307885	0.7742857143	0.7079503111	0.660255102
35	0.853940007	0.7064146929	0.7714285714	0.709440995	0.6635090703
36	0.8556101269	0.7042036831	0.7857142857	0.7055900629	0.6752811791
37	0.8548968226	0.7111831426	0.7771428571	0.7155279514	0.6729081633
38	0.8559186409	0.712801999	0.7771428571	0.7175155286	0.6758321995
39	0.8502978842	0.7129548944	0.7771428571	0.7182608705	0.6766984127
40	0.8540484696	0.714491891	0.7857142857	0.7172670814	0.6843106576
41	0.8518401555	0.7170015056	0.7828571429	0.7231055907	0.6804535147
42	0.8574935604	0.7167485833	0.7828571429	0.7209937896	0.6774739229
43	0.8589330625	0.7189346669	0.78	0.7195031064	0.6754659864
44	0.8553865074	0.715580213	0.7828571429	0.7178881996	0.6789693878
45	0.85303228	0.715605488	0.7828571429	0.7207453427	0.6772959184
46	0.8486202968	0.7185506312	0.78	0.7259627335	0.6747312925
47	0.8482886167	0.7150736284	0.7742857143	0.7245962742	0.6670736961
48	0.8490283532	0.7161955205	0.7771428571	0.7247204979	0.6694251701
49	0.8617856157	0.7202466571	0.7771428571	0.7258385106	0.670792517
50	0.8600157265	0.7193115728	0.7714285714	0.7272049697	0.66580839
51	0.8494320129	0.7173172389	0.7771428571	0.7263354045	0.6701156463
52	0.8605403202	0.7226206298	0.78	0.7288198769	0.6754943311
53	0.8599406339	0.7187257091	0.7828571429	0.7243478269	0.6750861678
54	0.857130086	0.719937725	0.78	0.7274534169	0.6766179138
55	0.8572112887	0.7266557092	0.7771428571	0.7366459636	0.676755102
56	0.859359893	0.7252525969	0.78	0.7318012431	0.6806417234
57	0.8543648233	0.7233899099	0.7771428571	0.7318012431	0.6796904762
58	0.8552334013	0.7234877252	0.7742857143	0.7318012431	0.6766428571
59	0.8557845009	0.7226751627	0.78	0.7318012431	0.6807947846
60	0.8560591209	0.7234229634	0.7771428571	0.7313043486	0.6799160998
61	0.8614216885	0.7284377665	0.7742857143	0.7345341624	0.6801417234
62	0.8612347563	0.7302721533	0.78	0.7373913052	0.6819705215
63	0.8608107608	0.7302082681	0.78	0.7376397531	0.683324263
64	0.8600102097	0.7287431967	0.7857142857	0.7361490692	0.6882902494
65	0.8600397665	0.7287936606	0.7857142857	0.7359006226	0.6886235828
66	0.8600126432	0.7278107144	0.7857142857	0.7352795043	0.6874489796
67	0.8600372441	0.7288491988	0.7857142857	0.7356521751	0.6888163265
68	0.8605502511	0.727146261	0.7885714286	0.7336645975	0.6908843537
69	0.8604517168	0.7279644952	0.7914285714	0.7336645972	0.6953843537
70	0.8607967086	0.7294405843	0.7885714286	0.7360248458	0.6928628118
71	0.8607287389	0.7321380885	0.7885714286	0.7388819888	0.6941473923
72	0.8608778357	0.7346130605	0.7885714286	0.7431055911	0.6944807256
73	0.860826393	0.7293880298	0.7857142857	0.7381366473	0.690962585
74	0.8559989032	0.7275746824	0.7885714286	0.7363975166	0.6949648526
75	0.8565422709	0.7262950008	0.7828571429	0.7347826095	0.6913514739
76	0.8570107722	0.7288023185	0.7885714286	0.7357763984	0.6991893424
77	0.8572548939	0.7318207828	0.7885714286	0.7382608711	0.6985464853
78	0.8574144438	0.7321871945	0.7885714286	0.7385093177	0.6992006803
79	0.8564728122	0.7304393523	0.7885714286	0.739006212	0.6976575964
80	0.8562203669	0.7315209573	0.7942857143	0.7397515538	0.7022936508
81	0.8564757416	0.7296922122	0.7971428571	0.7377639759	0.7047471655
82	0.8560617576	0.7281644269	0.8	0.7362732926	0.7083968254
83	0.85648952	0.7302669712	0.7914285714	0.7366459633	0.6994750567
84	0.861618788	0.7313273821	0.7942857143	0.7359006215	0.7020453515
85	0.8569516464	0.7299994678	0.7885714286	0.736149069	0.6977823129
86	0.8613564264	0.7284507638	0.7885714286	0.7335403736	0.6965090703
87	0.8613987425	0.7283555795	0.7942857143	0.7324223611	0.7000396825
88	0.8613995635	0.7342588751	0.7914285714	0.740372672	0.6984761905
89	0.8579474783	0.7316510965	0.7857142857	0.7376397529	0.6948605442
90	0.8577433044	0.7321006011	0.7885714286	0.738385094	0.6974693878
91	0.857676956	0.7330299385	0.7914285714	0.7402484481	0.7031394558
92	0.8576660826	0.7325846868	0.7885714286	0.7398757777	0.701968254
93	0.8581379344	0.7333940666	0.7914285714	0.740621119	0.7029047619
94	0.8528422456	0.7298653446	0.7828571429	0.7377639762	0.6935068027
95	0.8576255996	0.7302352338	0.7971428571	0.736770187	0.7056598639
96	0.8582154438	0.731304513	0.7971428571	0.7380124229	0.7067006803
97	0.8545359453	0.7345593324	0.7942857143	0.7414906836	0.70711678
98	0.8542816249	0.7362611818	0.7942857143	0.744596274	0.7062709751
99	0.8544938463	0.7333670092	0.8	0.7403726715	0.7111031746
