iter	Passed	Remaining
0	19	1956
1	42	2106
2	64	2078
3	86	2075
4	107	2037
5	124	1948
6	143	1909
7	161	1854
8	178	1806
9	196	1765
10	213	1725
11	230	1687
12	246	1650
13	263	1617
14	279	1583
15	296	1557
16	316	1547
17	334	1526
18	354	1510
19	372	1491
20	390	1467
21	408	1447
22	426	1428
23	444	1406
24	462	1388
25	479	1364
26	497	1345
27	514	1321
28	530	1298
29	551	1286
30	571	1272
31	588	1251
32	606	1231
33	622	1208
34	640	1189
35	659	1171
36	677	1154
37	694	1132
38	712	1113
39	729	1094
40	748	1076
41	765	1057
42	784	1039
43	803	1022
44	820	1003
45	837	982
46	858	967
47	876	949
48	893	930
49	911	911
50	926	890
51	941	869
52	956	848
53	974	830
54	989	809
55	1007	791
56	1022	771
57	1038	751
58	1054	732
59	1076	717
60	1094	699
61	1110	680
62	1126	661
63	1144	643
64	1160	624
65	1180	608
66	1196	589
67	1212	570
68	1229	552
69	1245	533
70	1262	515
71	1280	497
72	1297	479
73	1313	461
74	1329	443
75	1347	425
76	1365	407
77	1385	390
78	1403	372
79	1419	354
80	1437	337
81	1456	319
82	1475	302
83	1495	284
84	1514	267
85	1532	249
86	1552	231
87	1570	214
88	1590	196
89	1609	178
90	1628	161
91	1646	143
92	1666	125
93	1686	107
94	1706	89
95	1728	72
96	1747	54
97	1765	36
98	1783	18
99	1801	0
