iter	Passed	Remaining
0	1602	30454
1	4842	43582
2	6241	35370
3	15453	61813
4	17703	53110
5	20062	46811
6	20724	38487
7	23158	34738
8	25462	31120
9	27592	27592
10	32999	26999
11	33704	22469
12	35815	19285
13	36677	15718
14	37200	12400
15	39404	9851
16	40142	7083
17	42835	4759
18	43568	2293
19	46501	0
