iter	Passed	Remaining
0	1745	33166
1	2839	25551
2	3134	17762
3	5739	22958
4	6933	20801
5	10047	23444
6	11693	21717
7	13002	19503
8	16083	19657
9	18462	18462
10	18983	15531
11	20418	13612
12	21540	11598
13	22651	9707
14	24358	8119
15	25697	6424
16	26708	4713
17	31127	3458
18	33476	1761
19	34207	0
