iter	Passed	Remaining
0	17	1768
1	38	1881
2	57	1859
3	77	1863
4	94	1803
5	110	1733
6	124	1647
7	138	1588
8	154	1565
9	171	1545
10	186	1505
11	200	1468
12	214	1437
13	229	1410
14	244	1384
15	259	1360
16	274	1339
17	293	1337
18	310	1322
19	332	1328
20	349	1314
21	374	1326
22	396	1325
23	428	1356
24	459	1379
25	489	1393
26	551	1491
27	584	1502
28	628	1537
29	659	1539
30	688	1533
31	715	1520
32	737	1496
33	767	1489
34	795	1478
35	818	1455
36	843	1436
37	868	1416
38	891	1394
39	912	1369
40	932	1342
41	953	1316
42	972	1289
43	990	1261
44	1069	1307
45	1103	1294
46	1138	1283
47	1178	1276
48	1199	1248
49	1225	1225
50	1245	1196
51	1325	1223
52	1451	1286
53	1476	1257
54	1499	1226
55	1519	1193
56	1538	1160
57	1557	1127
58	1572	1093
59	1589	1059
60	1605	1026
61	1621	993
62	1640	963
63	1657	932
64	1671	900
65	1686	868
66	1699	837
67	1713	806
68	1728	776
69	1742	746
70	1757	717
71	1772	689
72	1786	660
73	1801	632
74	1815	605
75	1830	578
76	1844	551
77	1859	524
78	1874	498
79	1888	472
80	1902	446
81	1916	420
82	1932	395
83	1948	371
84	1962	346
85	1976	321
86	1991	297
87	2008	273
88	2025	250
89	2041	226
90	2057	203
91	2073	180
92	2090	157
93	2106	134
94	2122	111
95	2141	89
96	2156	66
97	2172	44
98	2187	22
99	2204	0
