iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.7287109944	0.594202301	0.6277777778	0.6189613533	0.4865917108
1	0.7972660962	0.6295637127	0.6472222222	0.6328502419	0.516268739
2	0.8268641542	0.6565159466	0.6722222222	0.6585748795	0.5605897266
3	0.8350695046	0.6625165306	0.6722222222	0.659782609	0.5653780864
4	0.8682513374	0.6812353156	0.6777777778	0.6725845402	0.5798082011
5	0.8322219251	0.6719591652	0.675	0.6684782611	0.5798930776
6	0.8774720583	0.711894306	0.7222222222	0.6964975844	0.6381095679
7	0.8663004183	0.6975103248	0.7	0.6845410628	0.6169819224
8	0.8823633929	0.7119967498	0.7055555556	0.694806764	0.6283928571
9	0.8915146456	0.7203569924	0.7083333333	0.7008454104	0.6348070988
10	0.8952876596	0.7279072288	0.7111111111	0.7083333332	0.6394069665
11	0.8821900649	0.7198165661	0.725	0.7039855072	0.6508597884
12	0.8748422384	0.7157529161	0.7138888889	0.6996376805	0.6398291446
13	0.8792270592	0.7257164167	0.7194444444	0.7118357484	0.6469675926
14	0.8867609352	0.728530403	0.725	0.7099033813	0.6502645503
15	0.8883813756	0.7327007412	0.7333333333	0.7182367148	0.659420194
16	0.8890830582	0.7294405279	0.7194444444	0.7157004829	0.6451840829
17	0.8978082105	0.7330851839	0.7222222222	0.7160628023	0.646984127
18	0.898088823	0.7260054686	0.725	0.705676329	0.6469907407
19	0.8959976133	0.7295616921	0.7305555556	0.7111111115	0.6532925485
20	0.8876574514	0.7278100658	0.7277777778	0.7121980681	0.6512918871
21	0.8912754327	0.7430414327	0.7194444444	0.7270531401	0.6487985009
22	0.8829516917	0.736855899	0.7333333333	0.7236714978	0.658170194
23	0.8898455901	0.7444538722	0.7305555556	0.7292270536	0.6595524691
24	0.8896672557	0.7422468947	0.7277777778	0.7272946865	0.6524448854
25	0.8850726843	0.741218067	0.725	0.7277777781	0.6522971781
26	0.887665559	0.7401691852	0.7333333333	0.7237922704	0.6582054674
27	0.8897962021	0.7433293351	0.7277777778	0.7268115943	0.6595006614
28	0.8848928812	0.7400457172	0.7361111111	0.7260869567	0.6611552028
29	0.8827578235	0.7360485521	0.7361111111	0.7205314007	0.6632771164
30	0.8813773382	0.7347951347	0.7472222222	0.7231884056	0.6745447531
31	0.8805442942	0.7327990008	0.7555555556	0.7213768113	0.6816832011
32	0.8805510918	0.7361309369	0.7583333333	0.7260869567	0.6823820547
33	0.8837575784	0.7394562751	0.75	0.7271739134	0.6769422399
34	0.8831786442	0.7438532321	0.7555555556	0.7367149756	0.6812698413
35	0.8811925933	0.7451080166	0.7583333333	0.7407004826	0.685353836
36	0.8805577113	0.7472348359	0.7611111111	0.7402173909	0.6905731922
37	0.88238131	0.7465167106	0.7611111111	0.7380434779	0.6911518959
38	0.8811828792	0.7488527981	0.7611111111	0.7423913038	0.6906393298
39	0.8770513748	0.7405246485	0.7611111111	0.7320048307	0.6903450176
40	0.8636340356	0.7387343316	0.7611111111	0.7346618357	0.6872839506
41	0.8636316678	0.7408215458	0.7527777778	0.7371980677	0.6797795414
42	0.877507172	0.7454566611	0.7555555556	0.7375603867	0.6855897266
43	0.8824558907	0.7489172511	0.7527777778	0.7390096623	0.686622575
44	0.8852146991	0.7567473463	0.7583333333	0.7452898558	0.694265873
45	0.8851130899	0.7552466603	0.7555555556	0.7435990346	0.6916876102
46	0.8911728388	0.7579202976	0.7555555556	0.7462560392	0.6942592593
47	0.8929188353	0.7565781885	0.7583333333	0.7432367153	0.6966060406
48	0.8943021394	0.7576820118	0.7611111111	0.7438405807	0.7011541005
49	0.8921288409	0.7576965945	0.7583333333	0.7445652182	0.7003207672
50	0.8940904703	0.7578385606	0.7555555556	0.7439613538	0.697537478
51	0.8878431281	0.7655255663	0.7611111111	0.7567632859	0.700606261
52	0.8652949619	0.7574582436	0.7638888889	0.754106281	0.6996858466
53	0.8888427049	0.7595868159	0.7611111111	0.749275363	0.700752866
54	0.8666724941	0.7533363004	0.7666666667	0.7471014502	0.7036618166
55	0.8645740497	0.7592741394	0.7666666667	0.7565217404	0.703343254
56	0.8713637491	0.7611436336	0.7666666667	0.7548309192	0.7047861552
57	0.8783143548	0.7614949968	0.7583333333	0.7509661843	0.6975044092
58	0.8793981721	0.7606307693	0.7611111111	0.7495169093	0.6984964727
59	0.8763790954	0.7620034324	0.7611111111	0.7525362333	0.6983752205
60	0.8897244793	0.7652466275	0.7611111111	0.7507246388	0.7017482363
