iter	Passed	Remaining
0	17	1699
1	34	1671
2	53	1728
3	72	1749
4	91	1743
5	106	1668
6	120	1607
7	135	1557
8	150	1518
9	163	1474
10	178	1440
11	193	1419
12	208	1393
13	222	1365
14	236	1337
15	250	1317
16	265	1297
17	279	1275
18	295	1261
19	311	1244
20	327	1230
21	342	1213
22	356	1194
23	373	1181
24	388	1165
25	404	1150
26	420	1136
27	435	1118
28	451	1105
29	467	1090
30	483	1075
31	496	1054
32	510	1036
33	523	1017
34	540	1002
35	558	993
36	578	985
37	595	970
38	611	956
39	629	943
40	646	930
41	664	917
42	682	904
43	700	891
44	716	875
45	731	859
46	747	842
47	762	826
48	780	812
49	796	796
50	811	779
51	826	762
52	841	746
53	857	730
54	872	713
55	889	698
56	906	683
57	921	667
58	936	650
59	950	633
60	966	617
61	980	600
62	995	584
63	1011	569
64	1028	553
65	1042	536
66	1056	520
67	1070	503
68	1086	487
69	1101	471
70	1116	456
71	1132	440
72	1147	424
73	1163	408
74	1177	392
75	1192	376
76	1207	360
77	1223	345
78	1238	329
79	1253	313
80	1269	297
81	1283	281
82	1298	266
83	1313	250
84	1328	234
85	1343	218
86	1359	203
87	1377	187
88	1393	172
89	1408	156
90	1422	140
91	1437	125
92	1452	109
93	1468	93
94	1483	78
95	1498	62
96	1514	46
97	1531	31
98	1547	15
99	1565	0
