ticker
FCX
SCCO
NUE
NEM
GOLD
VMC
MLM
STLD
RS
CLF
AA
RGLD
MHK
X
TX
CMC
MP
UFPI
TREX
EXP
LPX
ATI
SUM
HL
SSRM
WOR
ARNC
NG
CRS
KALU
