ticker
JNJ
LLY
PFE
ABBV
MRK
BMY
REGN
VRTX
ZTS
IDXX
ALNY
RPRX
HZNP
SGEN
INCY
VTRS
UTHR
NBIX
SRPT
RGEN
JAZZ
LEGN
CTLT
OGN
KRTX
ASND
APLS
IONS
ITCI
ROIV
PRGO
CERE
ALKS
HRMY
FOLD
BRBR
NTLA
RARE
PBH
ISEE
PTCT
IBRX
INSM
ACAD
AMLX
SAGE
XENE
CORT
AKRO
RVMD
SUPN
IRWD
PCRX
CPRX
RVNC
AGIO
KDNY
CVAC
DAWN
SWTX
AMPH
KROS
FGEN
EQRX
RETA
MNKD
TGTX
TVTX
ALLO
TARO
