ticker
KO
PEP
MDLZ
KDP
MNST
GIS
KHC
HSY
STZ
BF.A
KR
IFF
HRL
CCEP
K
MKC
TSN
CAG
CPB
SJM
LW
TAP
ACI
DAR
CELH
USFD
INGR
FLO
ASH
LANC
POST
BROS
COKE
FIZZ
SAM
BCPC
SMPL
SFM
TWNK
SXT
TR
JJSF
NOMD
GO
CALM
FRPT
THS
UTZ
DNUT
UNFI
WMK
NAPA
IMKTA
HAIN
SOVO
BRCC
CHEF
SPTN
ARKO
WEST
