ticker
BRK.A
CB
MMC
PGR
AON
MET
AIG
AFL
TRV
AJG
PRU
ALL
WTW
HIG
ACGL
WRB
MKL
CINF
BRO
L
RE
ERIE
AFG
GL
CNA
RYAN
FNF
RGA
RNR
UNM
ORI
AIZ
KNSL
VOYA
RLI
FAF
LNC
SIGI
PRI
THG
AXS
ESNT
ACT
MTG
ESGR
AGO
BHF
MSPR
AEL
KMPR
BRP
RDN
HGTY
CRVL
CNO
GNW
TRUP
MCY
NMIH
HMN
