ticker
UPS
UNP
CSX
NSC
UBER
FDX
SYY
ODFL
LUV
DAL
JBHT
EXPD
UAL
GRAB
CHRW
PFGC
KNX
AAL
YMM
SAIA
LSTR
ALK
GXO
SNDR
XPO
R
LYFT
GATX
KEX
CPA
STNG
VNT
AAWW
FWRD
WERN
HUBG
ULCC
GLNG
MATX
JBLU
SAVE
VRRM
ZIM
SBLK
ATSG
INSW
ARCB
GOGL
DADA
MRTN
DHT
CAAP
ALGT
SFL
MODV
HTLD
DAC
CMRE
SNCY
TNK
