ticker
JPM
BAC
WFC
USB
FISV
PNC
TFC
COF
MTB
FITB
FRC
HBAN
RF
CFG
KEY
SIVB
FHN
BAP
FCNCA
EWBC
CMA
CBSH
CFR
WBS
ALLY
SBNY
ZION
BOKF
WAL
PB
NYCB
GBCI
SSB
VLY
PNFP
SNV
UBSI
ONB
FFIN
WTFC
OZK
BPOP
HOMB
CADE
FNB
HWC
FIBK
TFSL
INDB
UMBF
UMPQ
SFBS
CVBF
UCBI
ABCB
ASB
CBU
EBC
PPBI
FHB
CATY
BOH
BANF
IBOC
PACW
TCBI
WSFS
FULT
AUB
BKU
SFNC
IBTX
FBP
FRME
COLB
AX
CLBK
FFBC
TOWN
PRK
