ticker
AMZN
WMT
HD
BABA
COST
CVS
LOW
PDD
TJX
TGT
DG
ORLY
AZO
MELI
LULU
ROST
WBA
KR
SE
DLTR
CPNG
EBAY
ULTA
TSCO
CHWY
BBY
ETSY
BURL
ACI
KMX
BLDR
FIVE
DKS
BBWI
BJ
TPR
CASY
PAG
AAP
FND
WSM
CPRI
VIPS
GME
MUSA
RH
LAD
M
AN
DDS
IAA
GPS
ASO
W
ABG
CHPT
SFM
GLBE
FL
VSCO
OLLI
SIG
EYE
KSS
AEO
GO
WOOF
JWN
GPI
RUSHA
CRI
URBN
WMK
LESL
BKE
ODP
PSMT
CWH
BOOT
IMKTA
