ticker
UNH
TMO
DHR
ABT
ELV
MDT
CI
ISRG
SYK
BDX
HUM
CNC
A
EW
DXCM
IQV
MTD
RMD
ZBH
BAX
PODD
WAT
LH
MOH
STE
HOLX
WST
PKI
ABMD
DGX
COO
ALGN
BIO
TFX
QGEN
BRKR
PEN
SWAV
EXAS
NVCR
MASI
ACHC
GMED
INSP
AGL
XRAY
DVA
QDEL
BLCO
EHC
OPCH
NVST
OSH
ENSG
LHCG
IART
STVN
AZTA
GH
TDOC
NTRA
MMSI
HAE
ICUI
NARI
LNTH
ONEM
NEOG
DNA
AXNX
INMD
LIVN
IRTC
STAA
CNMD
PRVA
AMED
TNDM
SHC
ITGR
