iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.4178660911	0.26640505	0.4628571429	0.3491925454	0.2101439909
1	0.5619881744	0.3840572232	0.4657142857	0.4391304346	0.2522800454
2	0.6252947679	0.4208980173	0.4914285714	0.4642236023	0.2783015873
3	0.6541731776	0.4350753022	0.4914285714	0.4700621117	0.2911031746
4	0.6297211649	0.4165926332	0.4714285714	0.4532919246	0.2812959184
5	0.6350406113	0.4227328877	0.48	0.4598757764	0.2806133787
6	0.6368115935	0.4167321243	0.4771428571	0.4518012417	0.2812789116
7	0.6975504729	0.4530219048	0.4657142857	0.4734161493	0.2932346939
8	0.7011510424	0.4591673768	0.46	0.4836024852	0.2864954649
9	0.7008737933	0.4593811841	0.46	0.4842236034	0.2841712018
10	0.6818292977	0.4502444552	0.4542857143	0.4768944103	0.2807006803
11	0.6838679229	0.4537480154	0.4514285714	0.4819875785	0.2785929705
12	0.6952028	0.4499432458	0.4571428571	0.472919255	0.280638322
13	0.6906293142	0.4672510336	0.44	0.4963975156	0.2795079365
14	0.6757382233	0.4680210749	0.44	0.5028571426	0.2815113379
15	0.6719233283	0.4681398824	0.4514285714	0.5052173909	0.2854671202
16	0.6716779444	0.4672548886	0.4485714286	0.5043478258	0.2818945578
17	0.6961716279	0.4697501841	0.4457142857	0.4991304342	0.286452381
18	0.6974158863	0.4702803606	0.4428571429	0.4991304341	0.2860068027
19	0.6955761533	0.4685308113	0.4457142857	0.4967701854	0.2859829932
20	0.700470863	0.4672741644	0.4542857143	0.4921739122	0.2902380952
21	0.7004769365	0.4672542254	0.4542857143	0.4920496888	0.2898628118
22	0.7177353984	0.5023487779	0.5257142857	0.5303105596	0.3503650794
23	0.7172514065	0.5101641185	0.5314285714	0.542111802	0.3558310658
24	0.7166966392	0.5097159806	0.5285714286	0.541118013	0.3531337868
25	0.7083115455	0.5073237978	0.5285714286	0.541118013	0.3517052154
26	0.7082109633	0.5049023484	0.5228571429	0.5377639761	0.3467891156
27	0.7082121967	0.5060583335	0.5285714286	0.5392546591	0.3495442177
28	0.7080302475	0.5041809287	0.5257142857	0.5372670816	0.347984127
29	0.708685932	0.5037234394	0.5257142857	0.5362732925	0.3480340136
30	0.7077734218	0.4996036877	0.52	0.5334161491	0.3454047619
31	0.7057207766	0.4950778624	0.5142857143	0.529068323	0.3405634921
32	0.7056750102	0.4905454239	0.5142857143	0.5232298137	0.3394829932
33	0.7118962715	0.4998544455	0.5228571429	0.5306832302	0.3438956916
34	0.6926740043	0.4884460576	0.5171428571	0.5223602489	0.338361678
35	0.691196047	0.4896428636	0.5114285714	0.5240993789	0.3376814059
36	0.6946530817	0.4888474347	0.5171428571	0.521863354	0.3420147392
37	0.6886410635	0.4769179566	0.5171428571	0.5106832303	0.339707483
38	0.6883162987	0.480838628	0.52	0.5157763974	0.3420657596
39	0.6862742062	0.4771701855	0.52	0.5124223602	0.3386405896
40	0.6849278	0.4786123948	0.52	0.5160248447	0.3383049887
41	0.6836263068	0.4740516453	0.52	0.5122981365	0.3363548753
42	0.683226324	0.4716358462	0.52	0.5094409934	0.3362891156
43	0.6826237139	0.4737431202	0.5171428571	0.5131677017	0.333670068
44	0.6724173869	0.4696059592	0.5142857143	0.5124223603	0.3323492063
45	0.6565192775	0.4608588341	0.5114285714	0.5070807454	0.3268435374
46	0.6418603622	0.4591859017	0.5114285714	0.5111801243	0.3246281179
47	0.63983417	0.4551488985	0.5057142857	0.5063354036	0.3201247166
48	0.6416197997	0.4584005688	0.5057142857	0.5113043477	0.3204274376
49	0.6396148032	0.4558958448	0.5028571429	0.5079503101	0.3173095238
50	0.6386258072	0.4547676307	0.5028571429	0.5079503101	0.3165442177
51	0.6324115904	0.4530461468	0.5	0.5079503101	0.3142346939
52	0.6323992158	0.4515165058	0.4971428571	0.5060869562	0.313946712
53	0.6317830965	0.4508701542	0.4971428571	0.5060869562	0.3139920635
54	0.6176827915	0.4466394492	0.4942857143	0.505217391	0.3106666667
55	0.6177200666	0.4468060198	0.4942857143	0.505217391	0.3109705215
56	0.6169943655	0.4434209095	0.4885714286	0.5002484473	0.3082482993
57	0.6170428701	0.4380415714	0.5	0.4936645966	0.3122993197
58	0.617195657	0.4383973017	0.5057142857	0.4936645966	0.314585034
59	0.6135822859	0.4398594081	0.5	0.49826087	0.3094863946
60	0.612865774	0.4358991111	0.5028571429	0.4922981371	0.3097653061
61	0.6130693948	0.436005971	0.5028571429	0.4922981371	0.3095430839
62	0.6130693746	0.436005971	0.5028571429	0.4922981371	0.3097222222
63	0.6069286191	0.4367737044	0.5	0.4956521742	0.3077301587
64	0.6026253437	0.4349639034	0.5	0.4951552798	0.3075555556
65	0.6020106028	0.4344241335	0.5	0.4951552798	0.3071326531
66	0.601998228	0.4348349579	0.5	0.496024845	0.3067142857
67	0.6021996148	0.4332261155	0.5	0.4934161495	0.3069761905
