iter	Passed	Remaining
0	55	31486
1	58	16725
2	62	11781
3	65	9274
4	68	7748
5	71	6713
6	74	6010
7	77	5465
8	80	5054
9	83	4720
10	86	4420
11	89	4182
12	92	3992
13	95	3813
14	98	3654
15	100	3511
16	103	3389
17	106	3278
18	109	3180
19	111	3078
20	113	2983
21	115	2901
22	117	2820
23	120	2757
24	123	2697
25	125	2639
26	128	2590
27	130	2547
28	133	2498
29	135	2455
30	138	2414
31	140	2371
32	142	2332
33	144	2295
34	147	2261
35	149	2225
36	151	2195
37	154	2168
38	156	2138
39	158	2110
40	160	2085
41	162	2060
42	165	2035
43	167	2016
44	170	1996
45	172	1974
46	174	1957
47	177	1942
48	179	1923
49	182	1908
50	184	1892
51	187	1876
52	189	1860
53	191	1844
54	194	1831
55	196	1817
56	199	1805
57	201	1792
58	204	1779
59	206	1767
60	209	1754
61	211	1742
62	213	1731
63	216	1725
64	219	1716
65	222	1710
66	225	1704
67	228	1699
68	231	1690
69	233	1680
70	236	1670
71	239	1664
72	242	1658
73	244	1648
74	247	1641
75	250	1639
76	253	1631
77	255	1623
78	258	1614
79	261	1610
80	264	1603
81	266	1596
82	269	1588
83	272	1585
84	275	1580
85	278	1575
86	281	1572
87	284	1566
88	286	1560
89	290	1558
90	294	1558
91	297	1554
92	300	1548
93	303	1544
94	306	1541
95	309	1536
96	312	1531
97	315	1528
98	318	1526
99	321	1521
100	325	1519
101	328	1515
102	330	1509
103	333	1504
104	336	1501
105	339	1496
106	342	1493
107	345	1488
108	348	1485
109	351	1481
110	354	1476
111	358	1475
112	361	1471
113	363	1465
114	366	1461
115	369	1457
116	372	1451
117	375	1447
118	378	1445
119	381	1440
120	384	1435
121	386	1429
122	390	1428
123	393	1423
124	395	1418
125	398	1414
126	402	1411
127	404	1407
128	407	1402
129	411	1401
130	413	1396
131	416	1391
132	419	1386
133	422	1383
134	425	1380
135	428	1376
136	431	1372
137	434	1368
138	437	1365
139	440	1363
140	444	1362
141	448	1362
142	453	1363
143	457	1362
144	460	1360
145	464	1358
146	468	1357
147	471	1354
148	475	1352
149	478	1349
150	481	1345
151	484	1342
152	488	1340
153	492	1338
154	495	1337
155	499	1334
156	502	1332
157	506	1330
158	509	1327
159	512	1324
160	515	1320
161	519	1318
162	523	1316
163	526	1313
164	530	1312
165	534	1310
166	537	1307
167	543	1310
168	547	1308
169	551	1307
170	555	1304
171	558	1302
172	562	1301
173	565	1297
174	568	1293
175	572	1291
176	575	1287
177	578	1282
178	582	1281
179	586	1279
180	589	1276
181	593	1274
182	596	1270
183	599	1266
184	602	1262
185	605	1259
186	608	1255
187	611	1251
188	614	1248
189	618	1246
190	621	1242
191	624	1240
192	628	1238
