iter	ERR:top=10	NDCG:top=5;type=Exp	PrecisionAt:top=10	AverageGain:top=5	MAP:top=10
0	0.7443331782	0.5020392595	0.5323529412	0.5267263417	0.3671930439
1	0.8445453564	0.6162213174	0.6147058824	0.6198209697	0.4956220822
2	0.8599148518	0.6517042547	0.6147058824	0.6542199479	0.5047759104
3	0.8801984216	0.6626106319	0.6382352941	0.6569053706	0.5209605509
4	0.8683078109	0.6821803036	0.6470588235	0.6829923261	0.5317950514
5	0.8860824301	0.7039270269	0.6852941176	0.6975703319	0.5876739029
6	0.9057002796	0.7151358681	0.6852941176	0.7080562658	0.5889402428
7	0.9214282926	0.736251678	0.7117647059	0.7228900259	0.6218020542
8	0.9204996135	0.7372225862	0.7294117647	0.7282608693	0.6374323063
9	0.9237852333	0.7378946959	0.7147058824	0.7253196923	0.631844071
10	0.9287525776	0.7318727171	0.7205882353	0.7130434782	0.6406629318
11	0.9322210999	0.7458765717	0.75	0.7254475698	0.6685060691
12	0.9306954288	0.7554185135	0.7205882353	0.7386189252	0.6510107376
13	0.9384395807	0.7617317056	0.7382352941	0.7450127876	0.6641199813
14	0.9374022575	0.7614549643	0.7441176471	0.7455242962	0.6688001867
15	0.9381190925	0.7687776994	0.7382352941	0.7540920714	0.66446662
16	0.9380871513	0.767424737	0.7470588235	0.7516624039	0.6687079832
17	0.9391152173	0.7771705187	0.75	0.759974424	0.6767495331
18	0.9398068461	0.7758372802	0.7588235294	0.7608695649	0.6842331933
19	0.9399600939	0.7750946097	0.7558823529	0.7594629156	0.6829971989
20	0.9418744722	0.7680965145	0.7470588235	0.7474424547	0.6795973389
21	0.9459804633	0.778093162	0.7558823529	0.7569053704	0.6873541083
22	0.950049476	0.7806101869	0.7676470588	0.7575447563	0.6988060224
23	0.9499790171	0.7781035007	0.7588235294	0.7554987202	0.6912441643
24	0.9521445679	0.7872321147	0.7647058824	0.7648337589	0.6988188609
25	0.9505180875	0.782040618	0.7735294118	0.7603580556	0.705280112
26	0.9505779544	0.7816417978	0.7676470588	0.7594629152	0.7002065826
27	0.9505815402	0.7832986686	0.7647058824	0.7617647052	0.6987943511
28	0.9506163927	0.779193298	0.7735294118	0.7563938611	0.7055100373
29	0.9505842594	0.7809178781	0.7764705882	0.7581841424	0.7100711951
30	0.9507543183	0.7803049045	0.7823529412	0.7567774928	0.713880719
31	0.950689058	0.7796472369	0.7852941176	0.7553708431	0.7155823996
