iter	Passed	Remaining
0	3	1893
1	7	2249
2	11	2112
3	14	2050
4	17	1958
5	19	1878
6	22	1852
7	25	1820
8	29	1833
9	32	1807
10	35	1805
11	38	1800
12	42	1840
13	46	1862
14	50	1868
15	54	1902
16	58	1901
17	61	1907
18	65	1920
19	69	1920
20	72	1909
21	75	1901
22	79	1907
23	83	1900
24	86	1890
25	89	1882
26	92	1872
27	95	1864
28	98	1856
29	102	1848
30	105	1840
31	108	1830
32	110	1816
33	113	1804
34	116	1794
35	119	1782
36	122	1780
37	125	1767
38	127	1751
39	130	1736
40	132	1722
41	135	1711
42	138	1703
43	141	1701
44	144	1698
45	147	1690
46	150	1682
47	154	1685
48	156	1676
49	159	1666
50	161	1655
51	164	1651
52	167	1646
53	171	1643
54	173	1636
55	176	1629
56	179	1622
57	181	1614
58	184	1610
59	187	1605
60	190	1598
61	193	1591
62	195	1586
63	198	1580
64	201	1576
65	204	1571
66	207	1567
67	210	1561
68	213	1559
69	216	1556
70	219	1552
71	222	1545
72	224	1540
73	228	1538
74	231	1534
75	234	1530
76	236	1524
77	239	1517
78	242	1513
79	245	1509
80	248	1507
81	251	1503
82	253	1497
83	256	1491
84	258	1485
85	261	1482
86	264	1479
87	268	1477
88	270	1473
89	273	1467
90	276	1463
91	278	1458
92	282	1456
93	285	1453
94	288	1450
95	291	1446
96	293	1442
97	296	1438
98	299	1435
99	302	1430
100	305	1428
101	308	1423
102	311	1422
103	314	1419
104	318	1419
105	321	1418
106	324	1415
107	328	1413
108	331	1412
109	335	1410
110	339	1411
111	343	1415
112	347	1415
113	351	1415
114	354	1412
115	358	1410
116	362	1413
117	365	1410
118	368	1407
119	372	1405
120	375	1404
121	379	1402
122	382	1398
123	385	1395
124	388	1392
125	391	1390
126	395	1387
127	398	1383
128	401	1380
129	404	1379
130	408	1378
131	411	1375
132	414	1372
133	418	1369
134	421	1366
135	424	1364
136	427	1361
137	430	1357
138	434	1356
139	437	1353
140	441	1351
141	444	1347
142	447	1344
143	449	1340
144	452	1336
145	456	1335
146	459	1332
147	462	1328
148	465	1325
149	468	1321
150	471	1318
151	475	1315
152	477	1312
153	481	1309
154	484	1307
155	488	1304
156	491	1301
157	494	1298
158	497	1296
159	501	1293
160	504	1290
161	507	1287
162	510	1283
163	513	1279
164	515	1275
165	518	1271
166	521	1267
167	523	1262
168	526	1258
169	528	1253
170	532	1250
171	535	1248
172	538	1245
173	542	1242
174	544	1239
175	547	1235
176	551	1233
177	554	1230
178	557	1227
179	560	1223
180	563	1220
181	566	1216
182	569	1213
183	571	1208
184	574	1205
185	577	1201
186	580	1198
187	583	1194
188	585	1190
189	588	1187
190	591	1183
191	594	1180
192	597	1176
193	600	1172
194	602	1168
195	604	1163
196	607	1159
197	610	1156
198	613	1152
199	615	1148
200	618	1144
201	620	1140
202	623	1136
203	626	1132
204	628	1128
205	631	1124
206	633	1120
207	636	1116
208	638	1112
209	641	1108
210	643	1104
211	646	1101
212	649	1097
213	652	1093
214	654	1089
215	657	1086
216	660	1082
217	662	1078
218	665	1075
219	667	1071
220	670	1068
221	673	1065
222	676	1061
223	678	1057
224	681	1053
225	683	1049
226	686	1046
227	689	1042
228	691	1039
229	694	1036
230	697	1032
231	700	1029
232	703	1026
233	706	1022
234	708	1019
235	711	1016
236	714	1012
237	717	1009
238	720	1006
239	723	1003
240	725	999
241	728	996
242	731	992
243	733	989
244	736	986
245	739	982
246	741	979
247	744	975
248	747	972
249	750	969
250	753	966
251	755	962
252	758	958
253	760	955
254	763	951
255	766	948
256	768	945
257	771	942
258	774	938
259	776	935
260	779	932
261	782	928
262	785	925
263	787	922
264	790	918
265	793	916
266	796	912
267	799	909
268	802	906
269	804	903
270	807	899
271	809	896
272	812	893
273	815	889
274	817	886
275	820	883
276	823	879
277	826	876
278	828	873
279	831	870
280	834	866
281	836	863
282	839	859
283	841	856
284	844	853
285	847	850
286	851	848
