ticker,date,sector,sectoralIndex,absoluteReturn,relativeToSPReturn,relativeToSectoralIndexReturn,nextPeriodRelativeToSectoralIndexReturn,closePrice,dilutedEarningsPerShare,freeCashFlowPerShare,bookValuePerShare,equityRatio,marketCap,priceToEarningsRatio,priceToSalesRatio,priceToFreeCashFlow,priceToBookRatio,enterpriseValueToSalesRatio,currentRatio,roic,netCurrentAssetValuePerShare,ebitdaMargin,netIncomeMargin,returnOnAssets,returnOnEquity
HUBB,2003-03-31,Industrials,SP500-20,,,,-0.09534458607524646,31.3,0.362876254180602,0.5133,12.5217,0.5275,1855777000,16.7488,1.0881,11.8504,2.4783,1.2222,2.3646,0.106,-0.939450160229381,0.1115,0.0517,0.0783,0.1484
HUBB,2003-06-30,Industrials,SP500-20,0.0575079872204473,-0.0914226742134694,-0.09534458607524646,0.06170181336996698,33.1,0.4040066777963272,0.7879,12.7228,0.5304,1966140000,18.8689,1.1295,11.2479,2.5798,1.2407,2.4391,0.0988,-0.5572390572390572,0.1097,0.0538,0.0729,0.1379
HUBB,2003-09-30,Industrials,SP500-20,0.102416918429003,0.0803851373072739,0.06170181336996698,0.06447583095256038,36.49,0.5667215815485996,1.5634,12.8945,0.5253,2190020330,20.3722,1.2498,11.2308,2.798,1.3117,2.4518,0.1003,0.0149957512038255,0.1401,0.0752,0.0734,0.1391
HUBB,2003-12-31,Industrials,SP500-20,0.2085502877500684,0.0921310415349138,0.06447583095256038,-0.07568776041578458,44.1,0.5745033112582781,0.8029,13.7367,0.5533,2658303900,23.1156,1.5013,12.0122,3.2039,1.5454,2.4594,0.104,0.6569452047976907,0.1446,0.078,0.0769,0.1426
HUBB,2004-03-31,Industrials,SP500-20,-0.0900226757369614,-0.1028742445795232,-0.07568776041578458,0.08426287053068694,40.13,0.5555555555555556,0.3006,13.8415,0.5509,2430312930,19.0912,1.3379,11.6282,2.8689,1.38,2.4468,0.1119,1.068344313997457,0.138,0.073,0.0838,0.1518
HUBB,2004-06-30,Industrials,SP500-20,0.1639671069025666,0.1509766296467679,0.08426287053068694,-0.035357123282017545,46.71,0.5097402597402597,0.7548,14.1022,0.5489,2837912760,21.0997,1.5176,13.6241,3.2668,1.5373,2.4753,0.1162,1.7858318519981566,0.1195,0.0624,0.0862,0.1567
HUBB,2004-09-30,Industrials,SP500-20,-0.0402483408263755,-0.0172302045825747,-0.035357123282017545,0.07176411071920548,44.83,0.6704361873990307,0.8836,14.4749,0.55,2730326320,19.2819,1.4089,16.2422,3.0472,1.394,2.5423,0.1198,2.5991724681465915,0.1403,0.079,0.0881,0.1604
HUBB,2004-12-31,Industrials,SP500-20,0.1666294891813517,0.0792960615866346,0.07176411071920548,-0.0025349657238655995,52.3,0.7722132471728594,0.4103,15.2552,0.57,3201544500,20.6951,1.6063,22.0796,3.3903,1.5279,2.1412,0.1268,3.174058645756759,0.127,0.0956,0.0941,0.1681
HUBB,2005-03-31,Industrials,SP500-20,-0.0229445506692159,0.0029070542130725,-0.0025349657238655995,-0.09901835074365879,51.1,0.4593301435406698,-0.1897,15.3923,0.5873,3147657800,21.0545,1.5618,27.4425,3.2614,1.5036,2.2964,0.1192,3.4903730640605213,0.1115,0.059,0.0906,0.1565
HUBB,2005-06-30,Industrials,SP500-20,-0.136986301369863,-0.1460834397035032,-0.09901835074365879,0.04482388569115465,44.1,0.5767366720516963,0.5492,15.1211,0.5753,2677663800,17.41,1.317,26.2002,2.8607,1.2639,2.22,0.123,3.14733686880332,0.1254,0.0685,0.094,0.1618
HUBB,2005-09-30,Industrials,SP500-20,0.0641723356009069,0.0327116119377625,0.04482388569115465,-0.083252956546564,46.93,0.7886178861788617,0.9463,15.5463,0.5634,2847806260,17.7102,1.3764,26.9423,2.9785,1.3429,1.9615,0.1287,2.186809927161267,0.1525,0.0864,0.0967,0.1699
HUBB,2005-12-30,Industrials,SP500-20,-0.0385680801193267,-0.0544207990424146,-0.083252956546564,0.07094049945026824,45.12,0.8513071895424836,0.4967,16.3088,0.5987,2762020800,16.7293,1.3121,24.9505,2.7672,1.2966,2.2748,0.1325,2.469982847341338,0.1342,0.0972,0.0981,0.1689
HUBB,2006-03-31,Industrials,SP500-20,0.1360815602836879,0.0987665496715145,0.07094049945026824,-0.06580539891395458,51.26,0.6486928104575164,-0.0114,16.245,0.5878,3097846840,17.6014,1.4143,25.413,3.1159,1.4276,2.1503,0.1442,2.215640202534997,0.1235,0.0692,0.1048,0.1766
HUBB,2006-06-30,Industrials,SP500-20,-0.0704252828716348,-0.051373143245,-0.06580539891395458,0.011121297677532511,47.65,0.6753246753246753,0.2564,16.7792,0.5892,2896214650,15.922,1.2741,27.9287,2.802,1.3289,1.9695,0.1481,1.358977311988944,0.125,0.0689,0.1055,0.1794
HUBB,2006-09-29,Industrials,SP500-20,0.0052465897166841,-0.0464382055421208,0.011121297677532511,-0.1095067845596874,47.9,0.779050736497545,0.0114,16.9918,0.5796,2878790000,15.9049,1.2193,62.3114,2.7728,1.2805,1.949,0.1452,1.5274542429284526,0.1343,0.0733,0.1021,0.1747
HUBB,2006-12-29,Industrials,SP500-20,-0.0561586638830897,-0.1178797214487215,-0.1095067845596874,0.06628081722245943,45.21,0.4826446280991736,0.6165,16.7851,0.5797,2720647380,17.2083,1.1269,51.2362,2.6791,1.1758,2.1302,0.1271,1.302801688324637,0.0949,0.0495,0.0892,0.1539
HUBB,2007-03-30,Industrials,SP500-20,0.0721079407210793,0.0703030077482908,0.06628081722245943,0.04519466785189946,48.47,0.6903973509933775,0.2135,16.8774,0.5588,2890847740,18.0565,1.1718,43.341,2.8358,1.2174,1.9683,0.1265,0.7980953019684115,0.1259,0.0666,0.0895,0.1573
HUBB,2007-06-29,Industrials,SP500-20,0.1376108933360842,0.0795545112260872,0.04519466785189946,-0.01763163215193913,55.14,0.8853820598006644,1.5531,17.2807,0.5751,3251716080,18.9273,1.2983,22.5188,3.1257,1.3503,2.0854,0.1346,0.9139930814623888,0.1451,0.0831,0.0945,0.1668
HUBB,2007-09-28,Industrials,SP500-20,0.0359085963003263,0.0203433421718309,-0.01763163215193913,-0.04541769498215316,57.12,1.1030405405405406,1.1858,17.1925,0.5444,3310846560,17.4714,1.32,15.4784,3.2529,1.365,1.8147,0.149,0.3795524731294101,0.159,0.1,0.103,0.1841
HUBB,2007-12-31,Industrials,SP500-20,-0.0966386554621848,-0.0583940085662047,-0.04541769498215316,-0.10743022780236412,51.6,0.823327615780446,1.7615,18.5694,0.5809,2937278400,14.1011,1.1591,10.5165,2.7131,1.2073,1.8784,0.1599,0.1264844353875342,0.1366,0.078,0.1116,0.1983
HUBB,2008-03-31,Industrials,SP500-20,-0.1521317829457364,-0.0529326521925153,-0.10743022780236412,0.01724916159570823,43.75,0.8461538461538461,0.3583,18.0034,0.5061,2450525000,11.3977,0.9662,8.5413,2.3796,1.0053,1.3659,0.154,-2.4566164393344283,0.1439,0.077,0.1103,0.2035
HUBB,2008-06-30,Industrials,SP500-20,-0.0886857142857143,-0.0564032974503284,0.01724916159570823,-0.029698430891717753,39.87,1.0884955752212389,1.4265,19.1646,0.5002,2237185440,10.0232,0.8654,8.1649,2.0661,0.9734,2.4234,0.1462,-1.5540347875677216,0.1599,0.0891,0.1063,0.2113
