ticker,date,sector,sectoralIndex,absoluteReturn,relativeToSPReturn,relativeToSectoralIndexReturn,nextPeriodRelativeToSectoralIndexReturn,closePrice,dilutedEarningsPerShare,freeCashFlowPerShare,bookValuePerShare,equityRatio,marketCap,priceToEarningsRatio,priceToSalesRatio,priceToFreeCashFlow,priceToBookRatio,enterpriseValueToSalesRatio,currentRatio,roic,netCurrentAssetValuePerShare,ebitdaMargin,netIncomeMargin,returnOnAssets,returnOnEquity
VALE,2003-03-31,Materials,SP500-15,,,,-0.03224172421290976,2.25,0.0767782792946548,0.0342,0.6027,0.4288,10363657500,13.6543,2.4214,7.8275,3.7292,2.684,1.6459,0.1107,-0.479584548215724,0.3747,0.3189,0.0917,0.2169
VALE,2003-06-30,Materials,SP500-15,0.0977777777777778,-0.0511528836561388,-0.03224172421290976,0.3197712536158043,2.47,0.0989008343456571,0.0312,0.7933,0.4663,11376992900,9.2571,2.5722,11.0671,3.1101,2.5722,1.2142,0.2118,-0.5946501030162372,0.3777,0.3897,0.1337,0.2981
VALE,2003-09-30,Materials,SP500-15,0.3765182186234816,0.3544864375017525,0.3197712536158043,0.21064406902033295,3.4,0.1015034878810691,-0.0017,0.8413,0.429,15660672000,8.4789,3.2893,29.0012,4.0372,3.6214,1.2063,0.2641,-0.7440166041406141,0.3938,0.3268,0.1735,0.389
VALE,2003-12-31,Materials,SP500-15,0.4352941176470588,0.3188748714319042,0.21064406902033295,-0.03867397583840484,4.88,0.0585597045467706,-0.0173,0.9018,0.4559,22477670400,14.5204,4.2014,105.0358,5.4058,4.61,1.098,0.1629,-0.8134899958315965,0.2869,0.1648,0.1349,0.3051
VALE,2004-03-31,Materials,SP500-15,-0.0614754098360655,-0.0743269786786273,-0.03867397583840484,-0.15505300445012793,4.58,0.0878395568201559,0.0366,0.9536,0.4483,21095846400,13.1931,3.6061,93.7593,4.7977,3.9975,1.3684,0.163,-0.8187005002084202,0.3875,0.2515,0.1355,0.2998
VALE,2004-06-30,Materials,SP500-15,-0.1353711790393013,-0.1483616562950999,-0.15505300445012793,0.3893891655524086,3.96,0.1093114484873052,0.0717,0.9838,0.4593,18240076800,11.0747,2.7636,44.272,4.0211,3.1318,1.55,0.1583,-0.7930821870223704,0.4765,0.2625,0.1339,0.295
VALE,2004-09-30,Materials,SP500-15,0.4191919191919192,0.44221005543572,0.3893891655524086,0.21052368135816452,5.62,0.2022429450347427,0.0555,1.1375,0.4402,25886169600,12.1989,3.5262,38.1239,4.8804,4.2945,1.633,0.1854,-0.8671147700430735,0.3727,0.4339,0.1562,0.348
VALE,2004-12-31,Materials,SP500-15,0.290035587188612,0.2027021595938949,0.21052368135816452,0.07666033232574139,7.25,0.1625267064515212,0.1555,1.7149,0.4646,33394080000,12.9786,4.1638,23.0462,4.3893,4.4046,1.2793,0.2054,-0.9272526747255802,0.5938,0.3111,0.1655,0.3652
VALE,2005-03-31,Materials,SP500-15,0.0896551724137931,0.1155067772960817,0.07666033232574139,0.02597322637479313,7.9,0.1515388356259552,-0.0494,1.6684,0.5411,36388032000,12.6964,4.2198,34.5893,4.7349,4.4726,1.6407,0.2147,-0.7794046130332083,0.4175,0.3154,0.175,0.348
VALE,2005-06-30,Materials,SP500-15,-0.0734177215189873,-0.0825148598526276,0.02597322637479313,0.4861256723261749,7.32,0.3538800889259413,0.1411,1.9904,0.5784,33716505600,8.446,3.2929,24.5926,3.6776,3.501,1.5436,0.2633,-0.7848322217590663,0.5393,0.4609,0.2221,0.3956
VALE,2005-09-30,Materials,SP500-15,0.4986338797814208,0.4671731561182764,0.4861256723261749,-0.16802816012324276,10.97,0.2859264276781992,0.1057,2.4964,0.6175,50528697600,11.5732,4.3896,31.6001,4.3941,4.5457,1.6889,0.2453,-0.7485757954703348,0.4574,0.3822,0.2095,0.3497
VALE,2005-12-30,Materials,SP500-15,-0.0619872379216045,-0.0778399568446925,-0.16802816012324276,0.11072970020250979,10.29,0.2596568014450465,0.0631,2.3979,0.5827,47396563200,9.7906,3.7051,39.4971,4.2912,3.914,1.436,0.2517,-1.0147457273864111,0.5672,0.3324,0.2163,0.3606
VALE,2006-03-31,Materials,SP500-15,0.1788143828960157,0.1414993722838423,0.11072970020250979,0.0012888612985778834,12.13,0.2542274265150304,-0.0814,3.7947,0.6296,58984429700,11.0998,4.2376,56.0156,3.3745,4.4601,1.9947,0.2423,-0.9531761226810674,0.4541,0.3505,0.2108,0.3464
VALE,2006-06-30,Materials,SP500-15,-0.0090684253915911,0.0099837142350435,0.0012888612985778834,-0.09188683473392435,12.02,0.3866204641502062,0.1669,3.751,0.6186,58418642400,10.4993,4.0208,48.0811,3.2027,4.2132,1.7286,0.2244,-1.0141724895681588,0.5012,0.4534,0.1943,0.3115
VALE,2006-09-29,Materials,SP500-15,-0.1031613976705491,-0.1548461929293541,-0.09188683473392435,0.27202238354447933,10.78,0.3927467270418498,0.2786,4.1397,0.6361,52093164200,8.469,3.2688,25.0568,2.5957,3.3769,1.9665,0.2352,-0.8070540664143415,0.5111,0.3924,0.2015,0.3211
VALE,2006-12-29,Materials,SP500-15,0.3794063079777365,0.3176852504121047,0.27202238354447933,0.1603051345929127,14.87,0.3247727932483597,0.2192,3.6713,0.369,71857639300,11.0076,3.6566,25.2132,4.041,4.5051,1.7696,0.174,-5.2773058465893685,0.4278,0.215,0.1411,0.3068
VALE,2007-03-30,Materials,SP500-15,0.2441156691324815,0.242310736159693,0.1603051345929127,0.13875405058473808,18.5,0.4587793860923419,0.2433,5.1415,0.3835,89399215000,11.8034,3.7562,20.3133,3.5981,4.5011,1.6382,0.1531,-5.692835222322701,0.4131,0.296,0.1205,0.32
VALE,2007-06-29,Materials,SP500-15,0.2043243243243243,0.1462679422143274,0.13875405058473808,0.47934796628667004,22.28,0.8457353870556017,0.4124,6.4938,0.4602,107665649200,10.9986,3.7982,19.2741,3.4241,4.3807,1.7449,0.1884,-5.39505296550982,0.5641,0.4711,0.1471,0.3478
VALE,2007-09-28,Materials,SP500-15,0.5228904847396767,0.5073252306111813,0.47934796628667004,-0.03272900264381056,33.93,0.5976498942525595,0.2994,7.445,0.4988,163962653400,15.1466,5.223,28.725,4.4769,5.7013,1.8647,0.1953,-5.098936755801489,0.5016,0.3722,0.1527,0.318
VALE,2007-12-31,Materials,SP500-15,-0.0371352785145888,0.0011093683813912,-0.03272900264381056,0.09578334897311036,32.67,0.5197418056836282,-0.0575,6.2373,0.467,160713857700,13.591,4.9846,36.8525,5.2048,5.4982,1.1286,0.2049,-5.997995653862025,0.4933,0.3152,0.1575,0.3264
VALE,2008-03-31,Materials,SP500-15,0.0602999693908784,0.1594991001440995,0.09578334897311036,-0.004719156635317641,34.64,0.3802468801317336,-0.0408,7.0696,0.4767,170404898400,14.6534,5.2295,57.414,4.535,5.7403,1.3243,0.1969,-5.788210135161232,0.4908,0.258,0.1495,0.3168
VALE,2008-06-30,Materials,SP500-15,0.0340646651270207,0.0663470819624066,-0.004719156635317641,-0.2361438049339862,35.82,0.9451592524467718,0.3728,8.4298,0.5198,173096209800,13.8002,5.0182,58.7364,3.8745,5.5229,1.6045,0.1949,-5.683729996958027,0.5645,0.4725,0.1522,0.3049
VALE,2008-09-30,Materials,SP500-15,-0.4653824678950307,-0.376601206450939,-0.2361438049339862,-0.05331122225735424,19.15,2.236224228511132,1.0449,10.0414,0.58,92540268500,4.3134,1.6302,13.1974,1.7389,1.6957,3.2338,0.296,-1.9309285881313387,0.5455,0.3927,0.2415,0.4383
VALE,2008-12-31,Materials,SP500-15,-0.3676240208877284,-0.1420418775906431,-0.05331122225735424,0.12646554510917296,12.11,1.6162872167599571,0.8398,6.7985,0.5631,63135606100,2.3145,0.8498,5.4147,1.7875,0.9208,3.2109,0.3813,-2.245512140573241,0.511,0.3268,0.3176,0.5552
VALE,2009-03-31,Materials,SP500-15,0.0982658959537573,0.2149334906205854,0.12646554510917296,0.17022782443477527,13.3,0.2540397066111644,0.0889,6.8613,0.5694,69328644000,2.6043,0.9658,5.6118,1.8832,1.0415,3.1821,0.3978,-2.524037539231259,0.481,0.256,0.3292,0.5813
VALE,2009-06-30,Materials,SP500-15,0.3255639097744359,0.1733461137045471,0.17022782443477527,0.10197339301346842,17.63,0.1490690355686266,-0.1254,8.1657,0.5951,91899724700,4.1024,1.3896,9.4615,2.1236,1.5051,3.5466,0.3126,-2.978500543865068,0.3963,0.1596,0.2623,0.45
