ticker,date,sector,sectoralIndex,absoluteReturn,relativeToSPReturn,relativeToSectoralIndexReturn,nextPeriodRelativeToSectoralIndexReturn,closePrice,dilutedEarningsPerShare,freeCashFlowPerShare,bookValuePerShare,equityRatio,marketCap,priceToEarningsRatio,priceToSalesRatio,priceToFreeCashFlow,priceToBookRatio,enterpriseValueToSalesRatio,currentRatio,roic,netCurrentAssetValuePerShare,ebitdaMargin,netIncomeMargin,returnOnAssets,returnOnEquity
E,2003-03-31,Energy,GSPE,,,,0.074948621434948,26.71,0.880933328743655,0.0,0.0,0.0,53444306100,10.5281,1.0597,0.0,0.0,1.0597,0.0,0.2169,0.0,1.0,0.1172,0.1512,0.3509
E,2003-06-30,Energy,GSPE,0.1388992886559341,-0.0100313727779826,0.074948621434948,0.0019856170646299015,30.42,0.899118607203472,0.0,15.471,0.4068,60867682200,10.4883,1.1232,0.0,1.9662,1.2364,0.9017,0.2301,-11.936972177659165,0.2864,0.1172,0.1525,0.3749
E,2003-09-30,Energy,GSPE,0.0062458908612754,-0.0157858902604536,0.0019856170646299015,0.095480474353248,30.61,0.8899617229095259,0.0,0.0,0.0,61264690600,9.6667,1.0378,0.0,0.0,1.0378,0.0,0.2513,0.0,1.0,0.0993,0.1666,0.4094
E,2003-12-31,Energy,GSPE,0.2410976804965698,0.1246784342814151,0.095480474353248,0.016913266271253863,37.99,0.6784859968857833,0.0,18.4216,0.4205,76035465400,11.8431,1.2487,0.0,2.1867,1.3584,0.9601,0.2263,-11.3435162331498,-2.6418,0.0884,0.1553,0.3692
E,2004-03-31,Energy,GSPE,0.0629112924453803,0.0500597236028186,0.016913266271253863,-0.07576657154623583,40.38,1.1113206236521391,0.0,0.0,0.0,80818954800,11.794,1.1525,0.0,0.0,1.1525,0.0,0.2416,0.0,1.0,0.0894,0.1657,0.3941
E,2004-06-30,Energy,GSPE,-0.0059435364041605,-0.0189340136599591,-0.07576657154623583,0.01490489715226033,40.14,1.101879833009785,0.0,21.082,0.4543,80338604400,11.2653,1.0298,0.0,2.0207,0.9776,0.7533,0.3395,-10.445583723881567,0.4175,0.0894,0.163,0.3587
E,2004-09-30,Energy,GSPE,0.1190832087693074,0.1421013450131082,0.01490489715226033,0.07848529998884289,44.92,1.4822863396191168,0.0,0.0,0.0,89939273200,10.9051,1.1539,0.0,0.0,1.1539,0.0,0.3926,0.0,1.0,0.1661,0.1885,0.4148
E,2004-12-31,Energy,GSPE,0.1206589492430988,0.0333255216483817,0.07848529998884289,-0.136569955531459,50.34,1.013730207204615,0.0,25.4612,0.4878,100791251400,11.3731,1.3679,0.0,2.1171,1.4649,1.0805,0.2574,-11.507353873969263,-5.1019,0.1855,0.1816,0.3723
E,2005-03-31,Energy,GSPE,0.0341676599125943,0.0600192647948828,-0.136569955531459,-0.03025306118287488,52.06,1.5165622742783793,0.0,0.0,0.0,104235052600,10.8236,1.4541,0.0,0.0,1.4541,0.0,0.2798,0.0,1.0,0.1336,0.1973,0.4045
E,2005-06-30,Energy,GSPE,-0.0149827122550903,-0.0240798505887305,-0.03025306118287488,-0.022259385235358725,51.28,1.3985916046508169,0.0,23.7286,0.493,102673328800,10.0802,1.4811,0.0,2.298,1.564,1.1002,0.3548,-10.59241388265966,0.3135,0.1261,0.2248,0.4559
E,2005-09-30,Energy,GSPE,0.1552262090483619,0.1237654853852175,-0.022259385235358725,0.01890310579646015,59.24,1.403866335774968,0.0,0.0,0.0,110403810800,10.7291,1.4352,0.0,0.0,1.4352,0.0,0.3585,0.0,1.0,0.1186,0.2271,0.4606
E,2005-12-30,Energy,GSPE,-0.0584064821066846,-0.0742592010297726,0.01890310579646015,-0.06447405329076096,55.78,1.434908839723649,0.0,27.3976,0.4677,103955512600,9.5995,1.1217,0.0,2.2363,1.185,1.1222,0.3348,-12.339459239028368,-1.6341,0.0937,0.2179,0.4659
E,2006-03-31,Energy,GSPE,0.0215130871280027,-0.0158019234841705,-0.06447405329076096,-0.007401826343390001,56.98,1.919344713018171,0.0,0.0,0.0,106191916600,9.2001,1.066,0.0,0.0,1.066,0.0,0.3569,0.0,1.0,0.1261,0.2322,0.4966
E,2006-06-30,Energy,GSPE,0.0310635310635311,0.0501156706901658,-0.007401826343390001,0.034275532864027944,58.75,1.799677271500736,0.0,27.1968,0.4709,109490612500,8.9376,1.0227,0.0,2.1683,1.0463,1.2258,0.3618,-11.401737432056104,0.3037,0.118,0.2285,0.4852
E,2006-09-29,Energy,GSPE,0.0129361702127659,-0.0387486250460391,0.034275532864027944,0.023244609789700943,59.51,1.3444438290950238,0.0,0.0,0.0,109510302000,9.2576,1.0027,0.0,0.0,1.0027,0.0,0.3493,0.0,1.0,0.0931,0.2206,0.4685
